c	F_rep (kT)
1.00	0.0000	1.0000
0.95	19.1444	1.0000
0.90	39.8220	1.0000
0.85	62.3124	1.0000
0.80	86.9827	1.0000
0.75	114.3313	1.0000
0.70	145.0609	1.0000
0.65	180.2143	1.0000
0.60	221.4406	1.0000
0.55	271.5339	1.0000
0.50	335.0470	1.0000
0.45	414.4092	2.0000
0.40	505.6646	2.0000
0.35	605.9475	2.0000
0.30	710.2918	3.0000
0.25	817.6277	4.0000
0.20	925.4229	5.0000
0.15	1032.0861	6.0000
0.10	1136.5242	7.0000
0.05	1236.6232	9.0000
0.00	1330.8284	12.0000
