c	F_rep (kT)
1.00	0.0000	1.0000
0.95	19.2933	1.0000
0.90	40.1539	1.0000
0.85	62.8759	1.0000
0.80	87.8541	1.0000
0.75	115.6262	1.0000
0.70	146.9727	1.0000
0.65	183.1025	1.0000
0.60	226.0910	1.0000
0.55	280.1466	1.0000
0.50	356.2242	1.0000
0.45	467.9547	1.0000
0.40	601.7199	1.0000
0.35	746.5342	1.0000
0.30	898.2090	1.0000
0.25	1054.6678	1.0000
0.20	1214.7007	1.0000
0.15	1377.5264	1.0000
0.10	1542.6073	1.0000
0.05	1709.5553	1.0000
0.00	1878.0724	1.0000
