c	F_rep (kT)
1.00	0.0000	2.0000
0.95	161.6666	2.0000
0.90	335.5119	2.0000
0.85	523.5589	2.0000
0.80	726.0159	3.0000
0.75	944.5361	3.0000
0.70	1186.8685	3.0000
0.65	1458.9012	3.0000
0.60	1768.8579	3.0000
0.55	2125.7101	4.0000
0.50	2533.5446	4.0000
0.45	3007.1363	5.0000
0.40	3529.7918	5.0000
0.35	4084.7357	6.0000
0.30	4656.0629	8.0000
0.25	5230.9319	9.0000
0.20	5799.2679	11.0000
0.15	6347.7135	12.0000
0.10	6866.5105	15.0000
0.05	7345.4497	17.0000
0.00	7778.3768	19.0000
