c	F_rep (kT)
1.00	0.0000	20.0000
0.95	0.1072	20.0000
0.90	0.2144	20.0000
0.85	0.3218	20.0000
0.80	0.4293	20.0000
0.75	0.5369	20.0000
0.70	0.6446	20.0000
0.65	0.7524	20.0000
0.60	0.8603	20.0000
0.55	0.9684	20.0000
0.50	1.0765	20.0000
0.45	1.1847	20.0000
0.40	1.2931	20.0000
0.35	1.4016	20.0000
0.30	1.5102	20.0000
0.25	1.6189	20.0000
0.20	1.7277	20.0000
0.15	1.8366	20.0000
0.10	1.9456	20.0000
0.05	2.0548	20.0000
0.00	2.1640	20.0000
