c	F_rep (kT)
1.00	0.0000	1.0000
0.95	19.2708	1.0000
0.90	40.1055	1.0000
0.85	62.7961	1.0000
0.80	87.7302	1.0000
0.75	115.4414	1.0000
0.70	146.6994	1.0000
0.65	182.6895	1.0000
0.60	225.4232	1.0000
0.55	278.9038	1.0000
0.50	353.3868	1.0000
0.45	462.4096	1.0000
0.40	593.2968	1.0000
0.35	731.9573	2.0000
0.30	876.9558	3.0000
0.25	1023.1272	4.0000
0.20	1167.8045	5.0000
0.15	1309.3198	7.0000
0.10	1443.6804	9.0000
0.05	1568.3665	12.0000
0.00	1679.3542	15.0000
