c	F_rep (kT)
1.00	0.0000	1.0000
0.95	19.2530	1.0000
0.90	40.0656	1.0000
0.85	62.7281	1.0000
0.80	87.6254	1.0000
0.75	115.2861	1.0000
0.70	146.4713	1.0000
0.65	182.3478	1.0000
0.60	224.8827	1.0000
0.55	277.9447	1.0000
0.50	351.3560	1.0000
0.45	458.7639	1.0000
0.40	584.0792	2.0000
0.35	719.8985	3.0000
0.30	859.1498	4.0000
0.25	998.3584	5.0000
0.20	1135.4523	6.0000
0.15	1266.4767	9.0000
0.10	1388.7959	11.0000
0.05	1499.3401	15.0000
0.00	1594.3478	19.0000
