c	F_rep (kT)
1.00	0.0000	1.0000
0.95	19.0958	1.0000
0.90	39.7126	1.0000
0.85	62.1243	1.0000
0.80	86.6893	1.0000
0.75	113.8900	1.0000
0.70	144.3976	1.0000
0.65	179.1852	1.0000
0.60	219.7222	1.0000
0.55	268.2568	1.0000
0.50	327.7536	1.0000
0.45	399.9265	1.0000
0.40	483.0853	1.0000
0.35	574.2752	1.0000
0.30	671.2497	1.0000
0.25	772.5381	1.0000
0.20	874.8589	2.0000
0.15	979.3076	2.0000
0.10	1085.5067	3.0000
0.05	1190.9107	3.0000
0.00	1296.3275	4.0000
