c	F_rep (kT)
1.00	0.0000	5.0000
0.95	14.3769	5.0000
0.90	29.6510	5.0000
0.85	45.9221	6.0000
0.80	62.7422	6.0000
0.75	80.8115	6.0000
0.70	100.3100	6.0000
0.65	120.9935	7.0000
0.60	143.0887	7.0000
0.55	166.8985	8.0000
0.50	192.0996	8.0000
0.45	218.7538	9.0000
0.40	246.7506	10.0000
0.35	275.6754	11.0000
0.30	305.1271	12.0000
0.25	334.7300	13.0000
0.20	364.1406	14.0000
0.15	393.0500	15.0000
0.10	420.7863	17.0000
0.05	447.3308	18.0000
0.00	472.0922	20.0000
