c	F_rep (kT)
1.00	0.0000	1.0000
0.95	168.9971	1.0000
0.90	351.0031	1.0000
0.85	548.2177	1.0000
0.80	763.4428	1.0000
0.75	1000.3113	1.0000
0.70	1263.6133	1.0000
0.65	1559.7229	1.0000
0.60	1897.0220	1.0000
0.55	2285.7630	1.0000
0.50	2735.8592	1.0000
0.45	3251.7274	1.0000
0.40	3828.9512	1.0000
0.35	4457.6151	1.0000
0.30	5127.4689	1.0000
0.25	5830.1320	1.0000
0.20	6559.2343	1.0000
0.15	7309.9864	1.0000
0.10	8078.7456	1.0000
0.05	8862.7102	1.0000
0.00	9659.6801	1.0000
