c	F_rep (kT)
1.00	0.0000	20.0000
0.95	0.2430	20.0000
0.90	0.4862	20.0000
0.85	0.7293	20.0000
0.80	0.9726	20.0000
0.75	1.2158	20.0000
0.70	1.4592	20.0000
0.65	1.7026	20.0000
0.60	1.9461	20.0000
0.55	2.1897	20.0000
0.50	2.4333	20.0000
0.45	2.6769	20.0000
0.40	2.9207	20.0000
0.35	3.1645	20.0000
0.30	3.4083	20.0000
0.25	3.6523	20.0000
0.20	3.8962	20.0000
0.15	4.1403	20.0000
0.10	4.3844	20.0000
0.05	4.6286	20.0000
0.00	4.8728	20.0000
