c	F_rep (kT)
1.00	0.0000	2.0000
0.95	163.8687	2.0000
0.90	340.3306	2.0000
0.85	531.5355	2.0000
0.80	740.2467	2.0000
0.75	970.0999	2.0000
0.70	1226.0107	2.0000
0.65	1514.8303	2.0000
0.60	1843.6158	3.0000
0.55	2220.1309	3.0000
0.50	2668.4640	3.0000
0.45	3194.5813	4.0000
0.40	3780.7745	4.0000
0.35	4408.7957	5.0000
0.30	5061.4996	6.0000
0.25	5723.3010	7.0000
0.20	6376.2937	9.0000
0.15	7014.3289	11.0000
0.10	7622.3898	13.0000
0.05	8189.7695	15.0000
0.00	8708.4337	17.0000
