c	F_rep (kT)
1.00	0.0000	4.0000
0.95	143.8187	4.0000
0.90	297.5505	4.0000
0.85	462.6452	4.0000
0.80	640.8834	4.0000
0.75	834.4759	4.0000
0.70	1044.1097	5.0000
0.65	1269.4453	5.0000
0.60	1519.4970	5.0000
0.55	1795.0344	6.0000
0.50	2096.3358	6.0000
0.45	2424.3886	7.0000
0.40	2776.0560	8.0000
0.35	3143.8765	9.0000
0.30	3520.8933	10.0000
0.25	3901.0231	11.0000
0.20	4277.2880	13.0000
0.15	4642.2263	14.0000
0.10	4991.7295	16.0000
0.05	5320.5434	18.0000
0.00	5623.0150	20.0000
