c	F_rep (kT)
1.00	0.0000	1.0000
0.95	168.9740	1.0000
0.90	350.9539	1.0000
0.85	548.1314	1.0000
0.80	763.3085	1.0000
0.75	1000.1144	1.0000
0.70	1263.3287	1.0000
0.65	1559.3118	1.0000
0.60	1896.4191	1.0000
0.55	2284.8546	1.0000
0.50	2734.4750	1.0000
0.45	3249.6762	1.0000
0.40	3826.0632	1.0000
0.35	4453.7829	1.0000
0.30	5122.6302	1.0000
0.25	5824.2479	1.0000
0.20	6552.2821	1.0000
0.15	7301.9492	1.0000
0.10	8069.6223	1.0000
0.05	8852.4990	1.0000
0.00	9648.3745	1.0000
