c	F_rep (kT)
1.00	0.0000	17.0000
0.95	2.0245	17.0000
0.90	4.0774	17.0000
0.85	6.1593	17.0000
0.80	8.2712	17.0000
0.75	10.4138	17.0000
0.70	12.4927	18.0000
0.65	14.5319	18.0000
0.60	16.6010	18.0000
0.55	18.7007	18.0000
0.50	20.8320	18.0000
0.45	22.9957	18.0000
0.40	25.1310	19.0000
0.35	27.1802	19.0000
0.30	29.2606	19.0000
0.25	31.3732	19.0000
0.20	33.5189	19.0000
0.15	35.6984	19.0000
0.10	37.7817	20.0000
0.05	39.8336	20.0000
0.00	41.9179	20.0000
