c	F_rep (kT)
1.00	0.0000	1.0000
0.95	140.3650	1.0000
0.90	288.3708	1.0000
0.85	444.7066	1.0000
0.80	610.1120	1.0000
0.75	785.3576	1.0000
0.70	971.2241	1.0000
0.65	1168.4655	1.0000
0.60	1377.7568	1.0000
0.55	1599.6408	1.0000
0.50	1834.4708	1.0000
0.45	2082.3687	1.0000
0.40	2343.2125	1.0000
0.35	2616.6491	1.0000
0.30	2902.1373	1.0000
0.25	3198.9983	1.0000
0.20	3506.4811	1.0000
0.15	3823.8048	1.0000
0.10	4150.1970	1.0000
0.05	4484.9199	1.0000
0.00	4827.2762	1.0000
