c	F_rep (kT)
1.00	0.0000	2.0000
0.95	18.1072	2.0000
0.90	37.5938	2.0000
0.85	58.6922	2.0000
0.80	81.6999	2.0000
0.75	107.0063	2.0000
0.70	135.1337	2.0000
0.65	166.2123	3.0000
0.60	201.3568	3.0000
0.55	242.2590	3.0000
0.50	290.5928	3.0000
0.45	345.5711	4.0000
0.40	407.4113	5.0000
0.35	473.4603	6.0000
0.30	541.6880	7.0000
0.25	610.6206	8.0000
0.20	679.1766	9.0000
0.15	745.5880	11.0000
0.10	809.0512	13.0000
0.05	868.3885	15.0000
0.00	922.3996	18.0000
