c	F_rep (kT)
1.00	0.0000	1.0000
0.95	19.2902	1.0000
0.90	40.1504	1.0000
0.85	62.8736	1.0000
0.80	87.8533	1.0000
0.75	115.6319	1.0000
0.70	146.9808	1.0000
0.65	183.1146	1.0000
0.60	226.1074	1.0000
0.55	280.1745	1.0000
0.50	356.2828	1.0000
0.45	468.1241	1.0000
0.40	602.0159	1.0000
0.35	746.9691	1.0000
0.30	898.7965	1.0000
0.25	1055.3916	1.0000
0.20	1215.5521	1.0000
0.15	1378.5070	1.0000
0.10	1543.7181	1.0000
0.05	1710.7884	1.0000
0.00	1879.4068	1.0000
