c	F_rep (kT)
1.00	0.0000	17.0000
0.95	14.4558	18.0000
0.90	28.1522	18.0000
0.85	42.0037	18.0000
0.80	56.0138	18.0000
0.75	70.1860	18.0000
0.70	84.5238	18.0000
0.65	99.0312	18.0000
0.60	113.7119	18.0000
0.55	128.5699	18.0000
0.50	142.4325	19.0000
0.45	156.4059	19.0000
0.40	170.5478	19.0000
0.35	184.8620	19.0000
0.30	199.3526	19.0000
0.25	214.0236	19.0000
0.20	228.8792	19.0000
0.15	243.2367	20.0000
0.10	257.1218	20.0000
0.05	271.1808	20.0000
0.00	285.4176	20.0000
