c	F_rep (kT)
1.00	0.0000	1.0000
0.95	19.3077	1.0000
0.90	40.1882	1.0000
0.85	62.9373	1.0000
0.80	87.9484	1.0000
0.75	115.7662	1.0000
0.70	147.1816	1.0000
0.65	183.4263	1.0000
0.60	226.6398	1.0000
0.55	281.3223	1.0000
0.50	361.6891	1.0000
0.45	492.1009	1.0000
0.40	648.2743	1.0000
0.35	815.9915	1.0000
0.30	990.7464	1.0000
0.25	1170.3948	1.0000
0.20	1353.7001	1.0000
0.15	1537.4997	2.0000
0.10	1720.9982	2.0000
0.05	1901.6715	3.0000
0.00	2077.3390	5.0000
