c	F_rep (kT)
1.00	0.0000	10.0000
0.95	8.4853	10.0000
0.90	17.3176	10.0000
0.85	26.5180	11.0000
0.80	35.6616	11.0000
0.75	45.2083	11.0000
0.70	55.1417	12.0000
0.65	65.0457	12.0000
0.60	75.4125	12.0000
0.55	85.8691	13.0000
0.50	96.6232	13.0000
0.45	107.4944	14.0000
0.40	118.6167	14.0000
0.35	129.7085	15.0000
0.30	141.0573	16.0000
0.25	152.2645	16.0000
0.20	163.4836	17.0000
0.15	174.7149	18.0000
0.10	185.7624	18.0000
0.05	196.5166	19.0000
0.00	207.0584	20.0000
