c	F_rep (kT)
1.00	0.0000	9.0000
0.95	84.1737	9.0000
0.90	172.0138	9.0000
0.85	260.4329	10.0000
0.80	352.1201	10.0000
0.75	448.1446	10.0000
0.70	545.3378	11.0000
0.65	645.8824	11.0000
0.60	750.2176	12.0000
0.55	855.4515	12.0000
0.50	965.1437	13.0000
0.45	1075.0293	13.0000
0.40	1188.1633	14.0000
0.35	1302.3878	14.0000
0.30	1416.8831	15.0000
0.25	1532.8442	16.0000
0.20	1648.4731	16.0000
0.15	1762.0707	17.0000
0.10	1874.6415	18.0000
0.05	1985.2615	19.0000
0.00	2093.0643	20.0000
