c	F_rep (kT)
1.00	0.0000	6.0000
0.95	7.1463	6.0000
0.90	14.4553	6.0000
0.85	21.7129	7.0000
0.80	29.0834	7.0000
0.75	36.6201	7.0000
0.70	44.3258	7.0000
0.65	52.2034	7.0000
0.60	60.2551	7.0000
0.55	68.4830	7.0000
0.50	76.6711	8.0000
0.45	84.9318	8.0000
0.40	93.3647	8.0000
0.35	101.9705	8.0000
0.30	110.7491	8.0000
0.25	119.6291	9.0000
0.20	128.3945	9.0000
0.15	137.3237	9.0000
0.10	146.4153	9.0000
0.05	155.6679	9.0000
0.00	164.8139	10.0000
