c	F_rep (kT)
1.00	0.0000	19.0000
0.95	0.3227	19.0000
0.90	0.6463	19.0000
0.85	0.9525	20.0000
0.80	1.2485	20.0000
0.75	1.5453	20.0000
0.70	1.8429	20.0000
0.65	2.1414	20.0000
0.60	2.4406	20.0000
0.55	2.7407	20.0000
0.50	3.0416	20.0000
0.45	3.3434	20.0000
0.40	3.6459	20.0000
0.35	3.9494	20.0000
0.30	4.2537	20.0000
0.25	4.5588	20.0000
0.20	4.8648	20.0000
0.15	5.1716	20.0000
0.10	5.4794	20.0000
0.05	5.7880	20.0000
0.00	6.0974	20.0000
