c	F_rep (kT)
1.00	0.0000	1.0000
0.95	15.6039	1.0000
0.90	32.0576	1.0000
0.85	49.4384	1.0000
0.80	67.8283	1.0000
0.75	87.3135	1.0000
0.70	107.9810	1.0000
0.65	129.9145	1.0000
0.60	153.1896	1.0000
0.55	177.8674	1.0000
0.50	203.9861	1.0000
0.45	231.5607	1.0000
0.40	260.5762	1.0000
0.35	290.9939	1.0000
0.30	322.7530	1.0000
0.25	355.7784	1.0000
0.20	389.9858	1.0000
0.15	425.2880	1.0000
0.10	461.5989	1.0000
0.05	498.8344	1.0000
0.00	536.9178	1.0000
