# d (nm)	h (nm)	F (kT)
# Total number of tethers: 24
-33.8462	15.8947	0
-33.8462	16.9211	0
-33.8462	17.9474	0
-33.8462	18.9737	0
-33.8462	20	0

-31.7949	0.5	63.7758
-31.7949	1.52632	38.8038
-31.7949	2.55263	27.1338
-31.7949	3.57895	21.0008
-31.7949	4.60526	15.1174
-31.7949	5.63158	10.3732
-31.7949	6.65789	6.61278
-31.7949	7.68421	4.36302
-31.7949	8.71053	1.27365
-31.7949	9.73684	-1.19379
-31.7949	10.7632	-1.76735
-31.7949	11.7895	-1.74269
-31.7949	12.8158	-1.09274
-31.7949	13.8421	0
-31.7949	14.8684	0
-31.7949	15.8947	0
-31.7949	16.9211	0
-31.7949	17.9474	0
-31.7949	18.9737	0
-31.7949	20	0

-29.7436	0.5	61.471
-29.7436	1.52632	36.8254
-29.7436	2.55263	25.3333
-29.7436	3.57895	17.4622
-29.7436	4.60526	11.5909
-29.7436	5.63158	7.84858
-29.7436	6.65789	5.62838
-29.7436	7.68421	2.27414
-29.7436	8.71053	-0.0449336
-29.7436	9.73684	-2.09075
-29.7436	10.7632	-2.62781
-29.7436	11.7895	-1.80923
-29.7436	12.8158	-1.77925
-29.7436	13.8421	-1.74935
-29.7436	14.8684	-1.09288
-29.7436	15.8947	0
-29.7436	16.9211	0
-29.7436	17.9474	0
-29.7436	18.9737	0
-29.7436	20	0

-27.6923	0.5	56.6588
-27.6923	1.52632	32.9041
-27.6923	2.55263	22.4323
-27.6923	3.57895	14.9614
-27.6923	4.60526	11.0469
-27.6923	5.63158	6.34036
-27.6923	6.65789	2.5932
-27.6923	7.68421	0.737247
-27.6923	8.71053	-2.00403
-27.6923	9.73684	-4.37116
-27.6923	10.7632	-3.51733
-27.6923	11.7895	-3.14776
-27.6923	12.8158	-2.63935
-27.6923	13.8421	-1.80676
-27.6923	14.8684	-1.77225
-27.6923	15.8947	-1.7386
-27.6923	16.9211	0
-27.6923	17.9474	0
-27.6923	18.9737	0
-27.6923	20	0

-25.641	0.5	47.1313
-25.641	1.52632	25.0133
-25.641	2.55263	15.2904
-25.641	3.57895	9.27444
-25.641	4.60526	5.40856
-25.641	5.63158	1.26286
-25.641	6.65789	-1.92184
-25.641	7.68421	-2.8059
-25.641	8.71053	-4.36035
-25.641	9.73684	-5.51063
-25.641	10.7632	-5.99939
-25.641	11.7895	-4.98731
-25.641	12.8158	-4.92035
-25.641	13.8421	-3.14171
-25.641	14.8684	-2.62086
-25.641	15.8947	-1.78434
-25.641	16.9211	-1.7474
-25.641	17.9474	0
-25.641	18.9737	0
-25.641	20	0

-23.5897	0.5	38.0043
-23.5897	1.52632	18.1752
-23.5897	2.55263	8.426
-23.5897	3.57895	2.49465
-23.5897	4.60526	-1.46144
-23.5897	5.63158	-3.89268
-23.5897	6.65789	-4.23331
-23.5897	7.68421	-6.86193
-23.5897	8.71053	-8.97669
-23.5897	9.73684	-9.56056
-23.5897	10.7632	-9.72694
-23.5897	11.7895	-7.09379
-23.5897	12.8158	-6.00811
-23.5897	13.8421	-4.97084
-23.5897	14.8684	-4.31538
-23.5897	15.8947	-2.63259
-23.5897	16.9211	-1.7845
-23.5897	17.9474	-1.74536
-23.5897	18.9737	0
-23.5897	20	0

-21.5385	0.5	29.6265
-21.5385	1.52632	11.7813
-21.5385	2.55263	3.80924
-21.5385	3.57895	-2.59683
-21.5385	4.60526	-7.44613
-21.5385	5.63158	-10.6068
-21.5385	6.65789	-11.167
-21.5385	7.68421	-13.4142
-21.5385	8.71053	-13.6796
-21.5385	9.73684	-14.772
-21.5385	10.7632	-12.2897
-21.5385	11.7895	-11.0965
-21.5385	12.8158	-9.9651
-21.5385	13.8421	-7.96881
-21.5385	14.8684	-5.96227
-21.5385	15.8947	-4.91241
-21.5385	16.9211	-3.10232
-21.5385	17.9474	-1.77272
-21.5385	18.9737	-1.73267
-21.5385	20	0

-19.4872	0.5	23.3561
-19.4872	1.52632	7.76567
-19.4872	2.55263	-0.746041
-19.4872	3.57895	-5.65638
-19.4872	4.60526	-10.2523
-19.4872	5.63158	-12.9706
-19.4872	6.65789	-14.5334
-19.4872	7.68421	-16.7438
-19.4872	8.71053	-18.5196
-19.4872	9.73684	-19.7732
-19.4872	10.7632	-18.2621
-19.4872	11.7895	-16.3467
-19.4872	12.8158	-14.4692
-19.4872	13.8421	-11.2727
-19.4872	14.8684	-9.7724
-19.4872	15.8947	-7.12809
-19.4872	16.9211	-5.07773
-19.4872	17.9474	-3.08218
-19.4872	18.9737	-1.75012
-19.4872	20	0

-17.4359	0.5	14.4691
-17.4359	1.52632	0.422172
-17.4359	2.55263	-7.06552
-17.4359	3.57895	-11.9467
-17.4359	4.60526	-14.8631
-17.4359	5.63158	-18.045
-17.4359	6.65789	-19.1455
-17.4359	7.68421	-20.1284
-17.4359	8.71053	-21.5392
-17.4359	9.73684	-22.875
-17.4359	10.7632	-22.1007
-17.4359	11.7895	-20.7155
-17.4359	12.8158	-19.5461
-17.4359	13.8421	-16.9619
-17.4359	14.8684	-14.2421
-17.4359	15.8947	-10.6311
-17.4359	16.9211	-8.85636
-17.4359	17.9474	-4.37674
-17.4359	18.9737	-2.56122
-17.4359	20	0

-15.3846	0.5	11.2945
-15.3846	1.52632	-3.60536
-15.3846	2.55263	-10.1281
-15.3846	3.57895	-15.6011
-15.3846	4.60526	-19.2329
-15.3846	5.63158	-22.0085
-15.3846	6.65789	-23.5615
-15.3846	7.68421	-25.4738
-15.3846	8.71053	-26.4765
-15.3846	9.73684	-27.4235
-15.3846	10.7632	-26.2243
-15.3846	11.7895	-24.1415
-15.3846	12.8158	-22.7266
-15.3846	13.8421	-20.6193
-15.3846	14.8684	-18.8889
-15.3846	15.8947	-15.4133
-15.3846	16.9211	-10.7997
-15.3846	17.9474	-8.82216
-15.3846	18.9737	-4.08424
-15.3846	20	0

-13.3333	0.5	8.77651
-13.3333	1.52632	-5.16925
-13.3333	2.55263	-12.4779
-13.3333	3.57895	-17.3872
-13.3333	4.60526	-20.1505
-13.3333	5.63158	-23.2816
-13.3333	6.65789	-26.1326
-13.3333	7.68421	-28.6521
-13.3333	8.71053	-29.909
-13.3333	9.73684	-31.3627
-13.3333	10.7632	-30.8141
-13.3333	11.7895	-28.9865
-13.3333	12.8158	-26.9719
-13.3333	13.8421	-24.3234
-13.3333	14.8684	-22.3186
-13.3333	15.8947	-20.1447
-13.3333	16.9211	-16.4831
-13.3333	17.9474	-11.4131
-13.3333	18.9737	-5.93714
-13.3333	20	0

-11.2821	0.5	6.55297
-11.2821	1.52632	-8.19107
-11.2821	2.55263	-14.0417
-11.2821	3.57895	-18.5757
-11.2821	4.60526	-21.8836
-11.2821	5.63158	-25.284
-11.2821	6.65789	-28.3269
-11.2821	7.68421	-30.4682
-11.2821	8.71053	-32.2677
-11.2821	9.73684	-33.932
-11.2821	10.7632	-33.6935
-11.2821	11.7895	-32.632
-11.2821	12.8158	-30.8137
-11.2821	13.8421	-28.873
-11.2821	14.8684	-26.1787
-11.2821	15.8947	-23.4625
-11.2821	16.9211	-19.9525
-11.2821	17.9474	-15.9582
-11.2821	18.9737	-9.52163
-11.2821	20	0

-9.23077	0.5	5.6732
-9.23077	1.52632	-8.54737
-9.23077	2.55263	-15.5212
-9.23077	3.57895	-19.969
-9.23077	4.60526	-23.7762
-9.23077	5.63158	-26.863
-9.23077	6.65789	-29.4742
-9.23077	7.68421	-31.7887
-9.23077	8.71053	-34.0691
-9.23077	9.73684	-36.0706
-9.23077	10.7632	-35.9262
-9.23077	11.7895	-34.5289
-9.23077	12.8158	-33.1923
-9.23077	13.8421	-32.1919
-9.23077	14.8684	-30.2597
-9.23077	15.8947	-27.5276
-9.23077	16.9211	-23.8087
-9.23077	17.9474	-19.6073
-9.23077	18.9737	-14.5444
-9.23077	20	0

-7.17949	0.5	4.23948
-7.17949	1.52632	-9.91219
-7.17949	2.55263	-16.7371
-7.17949	3.57895	-21.6529
-7.17949	4.60526	-25.2083
-7.17949	5.63158	-27.8737
-7.17949	6.65789	-30.5003
-7.17949	7.68421	-32.7333
-7.17949	8.71053	-34.9372
-7.17949	9.73684	-37.0652
-7.17949	10.7632	-37.0948
-7.17949	11.7895	-36.179
-7.17949	12.8158	-35.3387
-7.17949	13.8421	-33.7077
-7.17949	14.8684	-32.3568
-7.17949	15.8947	-30.6259
-7.17949	16.9211	-27.1974
-7.17949	17.9474	-23.0742
-7.17949	18.9737	-16.9
-7.17949	20	0

-5.12821	0.5	3.65141
-5.12821	1.52632	-10.458
-5.12821	2.55263	-17.2117
-5.12821	3.57895	-21.8906
-5.12821	4.60526	-25.7535
-5.12821	5.63158	-28.6976
-5.12821	6.65789	-31.2688
-5.12821	7.68421	-33.6562
-5.12821	8.71053	-35.6367
-5.12821	9.73684	-37.6979
-5.12821	10.7632	-37.8552
-5.12821	11.7895	-37.0324
-5.12821	12.8158	-36.2224
-5.12821	13.8421	-35.178
-5.12821	14.8684	-33.856
-5.12821	15.8947	-32.156
-5.12821	16.9211	-29.8424
-5.12821	17.9474	-25.4507
-5.12821	18.9737	-19.4641
-5.12821	20	0

-3.07692	0.5	2.99547
-3.07692	1.52632	-11.0847
-3.07692	2.55263	-17.8129
-3.07692	3.57895	-22.4688
-3.07692	4.60526	-26.2415
-3.07692	5.63158	-29.4057
-3.07692	6.65789	-31.8145
-3.07692	7.68421	-33.9845
-3.07692	8.71053	-36.0759
-3.07692	9.73684	-38.1905
-3.07692	10.7632	-38.1169
-3.07692	11.7895	-37.4042
-3.07692	12.8158	-36.7255
-3.07692	13.8421	-35.7005
-3.07692	14.8684	-34.7773
-3.07692	15.8947	-33.2886
-3.07692	16.9211	-30.9472
-3.07692	17.9474	-28.068
-3.07692	18.9737	-21.787
-3.07692	20	0

-1.02564	0.5	3.14843
-1.02564	1.52632	-10.9365
-1.02564	2.55263	-17.6683
-1.02564	3.57895	-22.4015
-1.02564	4.60526	-25.9416
-1.02564	5.63158	-29.0402
-1.02564	6.65789	-31.7801
-1.02564	7.68421	-34.0267
-1.02564	8.71053	-36.2158
-1.02564	9.73684	-38.4507
-1.02564	10.7632	-38.303
-1.02564	11.7895	-37.5326
-1.02564	12.8158	-36.6608
-1.02564	13.8421	-35.7183
-1.02564	14.8684	-34.8291
-1.02564	15.8947	-32.9944
-1.02564	16.9211	-31.2536
-1.02564	17.9474	-28.8655
-1.02564	18.9737	-22.525
-1.02564	20	0

1.02564	0.5	2.87124
1.02564	1.52632	-11.2353
1.02564	2.55263	-18.141
1.02564	3.57895	-22.4998
1.02564	4.60526	-25.8441
1.02564	5.63158	-29.0275
1.02564	6.65789	-31.502
1.02564	7.68421	-33.8259
1.02564	8.71053	-36.044
1.02564	9.73684	-38.1357
1.02564	10.7632	-37.9711
1.02564	11.7895	-37.2094
1.02564	12.8158	-36.4016
1.02564	13.8421	-35.2564
1.02564	14.8684	-33.9764
1.02564	15.8947	-32.5216
1.02564	16.9211	-31.0747
1.02564	17.9474	-28.1173
1.02564	18.9737	-20.3482
1.02564	20	0

3.07692	0.5	3.81688
3.07692	1.52632	-10.316
3.07692	2.55263	-17.1156
3.07692	3.57895	-21.8944
3.07692	4.60526	-25.652
3.07692	5.63158	-28.6906
3.07692	6.65789	-30.8849
3.07692	7.68421	-33.2426
3.07692	8.71053	-35.3819
3.07692	9.73684	-37.368
3.07692	10.7632	-37.2023
3.07692	11.7895	-36.4083
3.07692	12.8158	-35.4281
3.07692	13.8421	-34.28
3.07692	14.8684	-33.1715
3.07692	15.8947	-31.6709
3.07692	16.9211	-29.9427
3.07692	17.9474	-25.4403
3.07692	18.9737	-17.4333
3.07692	20	0

5.12821	0.5	4.59071
5.12821	1.52632	-9.59571
5.12821	2.55263	-16.4886
5.12821	3.57895	-21.3487
5.12821	4.60526	-25.0014
5.12821	5.63158	-27.8478
5.12821	6.65789	-30.0379
5.12821	7.68421	-32.2371
5.12821	8.71053	-33.9564
5.12821	9.73684	-36.2961
5.12821	10.7632	-36.0296
5.12821	11.7895	-35.1194
5.12821	12.8158	-34.1312
5.12821	13.8421	-33.4958
5.12821	14.8684	-31.7925
5.12821	15.8947	-29.0832
5.12821	16.9211	-27.1609
5.12821	17.9474	-21.753
5.12821	18.9737	-15.3416
5.12821	20	0

7.17949	0.5	6.3045
7.17949	1.52632	-7.99057
7.17949	2.55263	-15.1111
7.17949	3.57895	-19.8969
7.17949	4.60526	-23.6017
7.17949	5.63158	-26.0232
7.17949	6.65789	-28.3242
7.17949	7.68421	-30.3036
7.17949	8.71053	-32.6057
7.17949	9.73684	-34.7182
7.17949	10.7632	-34.7168
7.17949	11.7895	-33.8771
7.17949	12.8158	-32.904
7.17949	13.8421	-31.2383
7.17949	14.8684	-29.2611
7.17949	15.8947	-26.7375
7.17949	16.9211	-22.9758
7.17949	17.9474	-18.1345
7.17949	18.9737	-12.1828
7.17949	20	0

9.23077	0.5	9.31019
9.23077	1.52632	-5.16147
9.23077	2.55263	-12.2254
9.23077	3.57895	-16.6675
9.23077	4.60526	-20.5205
9.23077	5.63158	-23.8215
9.23077	6.65789	-26.7905
9.23077	7.68421	-29.2167
9.23077	8.71053	-31.2443
9.23077	9.73684	-33.2616
9.23077	10.7632	-32.9466
9.23077	11.7895	-31.3085
9.23077	12.8158	-29.8184
9.23077	13.8421	-28.4814
9.23077	14.8684	-24.7188
9.23077	15.8947	-21.8913
9.23077	16.9211	-19.4008
9.23077	17.9474	-14.9217
9.23077	18.9737	-8.22732
9.23077	20	0

11.2821	0.5	10.1389
11.2821	1.52632	-4.40551
11.2821	2.55263	-11.749
11.2821	3.57895	-16.6292
11.2821	4.60526	-19.9195
11.2821	5.63158	-22.6518
11.2821	6.65789	-25.4825
11.2821	7.68421	-26.9099
11.2821	8.71053	-29.0492
11.2821	9.73684	-30.0723
11.2821	10.7632	-29.7791
11.2821	11.7895	-28.3636
11.2821	12.8158	-25.611
11.2821	13.8421	-23.5391
11.2821	14.8684	-20.4219
11.2821	15.8947	-18.8781
11.2821	16.9211	-15.3691
11.2821	17.9474	-9.83122
11.2821	18.9737	-5.50844
11.2821	20	0

13.3333	0.5	12.8135
13.3333	1.52632	-2.25642
13.3333	2.55263	-9.42537
13.3333	3.57895	-13.1131
13.3333	4.60526	-16.8649
13.3333	5.63158	-19.8746
13.3333	6.65789	-22.8266
13.3333	7.68421	-24.8141
13.3333	8.71053	-25.9659
13.3333	9.73684	-26.4047
13.3333	10.7632	-25.3055
13.3333	11.7895	-23.5275
13.3333	12.8158	-20.9023
13.3333	13.8421	-19.9668
13.3333	14.8684	-17.0533
13.3333	15.8947	-14.6065
13.3333	16.9211	-9.57916
13.3333	17.9474	-7.43809
13.3333	18.9737	-3.74536
13.3333	20	0

15.3846	0.5	16.3983
15.3846	1.52632	0.718459
15.3846	2.55263	-6.76798
15.3846	3.57895	-10.2349
15.3846	4.60526	-13.5375
15.3846	5.63158	-16.1056
15.3846	6.65789	-18.1275
15.3846	7.68421	-19.0813
15.3846	8.71053	-21.2793
15.3846	9.73684	-21.1596
15.3846	10.7632	-20.2884
15.3846	11.7895	-20.0406
15.3846	12.8158	-18.0258
15.3846	13.8421	-16.0373
15.3846	14.8684	-11.9083
15.3846	15.8947	-9.09419
15.3846	16.9211	-6.84168
15.3846	17.9474	-4.63588
15.3846	18.9737	0
15.3846	20	0

17.4359	0.5	24.9307
17.4359	1.52632	7.73144
17.4359	2.55263	-1.17017
17.4359	3.57895	-5.00274
17.4359	4.60526	-9.07626
17.4359	5.63158	-10.8229
17.4359	6.65789	-12.71
17.4359	7.68421	-15.6462
17.4359	8.71053	-17.9982
17.4359	9.73684	-18.2257
17.4359	10.7632	-17.5406
17.4359	11.7895	-15.2685
17.4359	12.8158	-12.3558
17.4359	13.8421	-9.43966
17.4359	14.8684	-8.73177
17.4359	15.8947	-6.58573
17.4359	16.9211	-4.27172
17.4359	17.9474	-2.18064
17.4359	18.9737	0
17.4359	20	0

19.4872	0.5	29.8366
19.4872	1.52632	11.0887
19.4872	2.55263	4.14389
19.4872	3.57895	-0.0898839
19.4872	4.60526	-4.95759
19.4872	5.63158	-9.18605
19.4872	6.65789	-11.3909
19.4872	7.68421	-12.2805
19.4872	8.71053	-13.1343
19.4872	9.73684	-13.04
19.4872	10.7632	-10.6319
19.4872	11.7895	-9.46033
19.4872	12.8158	-8.77213
19.4872	13.8421	-6.65118
19.4872	14.8684	-5.49191
19.4872	15.8947	-4.00155
19.4872	16.9211	-2.53937
19.4872	17.9474	0
19.4872	18.9737	0
19.4872	20	0

21.5385	0.5	36.242
21.5385	1.52632	17.6695
21.5385	2.55263	8.84404
21.5385	3.57895	3.31
21.5385	4.60526	-0.328572
21.5385	5.63158	-2.88853
21.5385	6.65789	-2.90614
21.5385	7.68421	-4.43937
21.5385	8.71053	-6.7623
21.5385	9.73684	-8.34151
21.5385	10.7632	-7.59674
21.5385	11.7895	-6.65851
21.5385	12.8158	-5.51884
21.5385	13.8421	-4.99733
21.5385	14.8684	-3.41259
21.5385	15.8947	-2.53301
21.5385	16.9211	0
21.5385	17.9474	0
21.5385	18.9737	0
21.5385	20	0

23.5897	0.5	51.8488
23.5897	1.52632	29.2791
23.5897	2.55263	18.4718
23.5897	3.57895	11.1984
23.5897	4.60526	6.35462
23.5897	5.63158	2.99418
23.5897	6.65789	1.65077
23.5897	7.68421	-1.22569
23.5897	8.71053	-3.91707
23.5897	9.73684	-5.03643
23.5897	10.7632	-5.05534
23.5897	11.7895	-4.04206
23.5897	12.8158	-3.42531
23.5897	13.8421	-2.55536
23.5897	14.8684	-1.08871
23.5897	15.8947	0
23.5897	16.9211	0
23.5897	17.9474	0
23.5897	18.9737	0
23.5897	20	0

25.641	0.5	56.635
25.641	1.52632	32.8493
25.641	2.55263	21.5896
25.641	3.57895	15.6757
25.641	4.60526	11.2401
25.641	5.63158	6.60877
25.641	6.65789	3.41372
25.641	7.68421	0.685769
25.641	8.71053	-1.17848
25.641	9.73684	-2.8824
25.641	10.7632	-2.58908
25.641	11.7895	-2.55224
25.641	12.8158	-1.09615
25.641	13.8421	0
25.641	14.8684	0
25.641	15.8947	0
25.641	16.9211	0
25.641	17.9474	0
25.641	18.9737	0
25.641	20	0

27.6923	0.5	62.3002
27.6923	1.52632	37.5933
27.6923	2.55263	25.9277
27.6923	3.57895	18.2618
27.6923	4.60526	13.6479
27.6923	5.63158	9.13635
27.6923	6.65789	6.23184
27.6923	7.68421	3.08743
27.6923	8.71053	0.427427
27.6923	9.73684	-0.497442
27.6923	10.7632	-1.09142
27.6923	11.7895	0
27.6923	12.8158	0
27.6923	13.8421	0
27.6923	14.8684	0
27.6923	15.8947	0
27.6923	16.9211	0
27.6923	17.9474	0
27.6923	18.9737	0
27.6923	20	0

29.7436	0.5	63.9509
29.7436	1.52632	38.8929
29.7436	2.55263	26.4492
29.7436	3.57895	22.8872
29.7436	4.60526	16.8952
29.7436	5.63158	11.9279
29.7436	6.65789	8.15715
29.7436	7.68421	4.91838
29.7436	8.71053	3.31327
29.7436	9.73684	0.640038
29.7436	10.7632	0
29.7436	11.7895	0
29.7436	12.8158	0
29.7436	13.8421	0
29.7436	14.8684	0
29.7436	15.8947	0
29.7436	16.9211	0
29.7436	17.9474	0
29.7436	18.9737	0
29.7436	20	0

31.7949	0.5	71.8976
31.7949	1.52632	45.1135
31.7949	2.55263	32.771
31.7949	3.57895	24.6604
31.7949	4.60526	18.6092
31.7949	5.63158	13.7807
31.7949	6.65789	9.76276
31.7949	7.68421	6.32202
31.7949	8.71053	3.31327
31.7949	9.73684	0.640038
31.7949	10.7632	0
31.7949	11.7895	0
31.7949	12.8158	0
31.7949	13.8421	0
31.7949	14.8684	0
31.7949	15.8947	0
31.7949	16.9211	0
31.7949	17.9474	0
31.7949	18.9737	0
31.7949	20	0

33.8462	0.5	71.8976
33.8462	1.52632	45.1135
33.8462	2.55263	32.771
33.8462	3.57895	24.6604
33.8462	4.60526	18.6092
33.8462	5.63158	13.7807
33.8462	6.65789	9.76276
33.8462	7.68421	6.32202
33.8462	8.71053	3.31327
33.8462	9.73684	0.640038
33.8462	10.7632	0
33.8462	11.7895	0
33.8462	12.8158	0
33.8462	13.8421	0
33.8462	14.8684	0
33.8462	15.8947	0
33.8462	16.9211	0
33.8462	17.9474	0
33.8462	18.9737	0
33.8462	20	0

35.8974	0.5	71.8976
35.8974	1.52632	45.1135
35.8974	2.55263	32.771
35.8974	3.57895	24.6604
35.8974	4.60526	18.6092
35.8974	5.63158	13.7807
35.8974	6.65789	9.76276
35.8974	7.68421	6.32202
35.8974	8.71053	3.31327
35.8974	9.73684	0.640038
35.8974	10.7632	0
35.8974	11.7895	0
35.8974	12.8158	0
35.8974	13.8421	0
35.8974	14.8684	0
35.8974	15.8947	0
35.8974	16.9211	0
35.8974	17.9474	0
35.8974	18.9737	0
35.8974	20	0

37.9487	0.5	71.8976
37.9487	1.52632	45.1135
37.9487	2.55263	32.771
37.9487	3.57895	24.6604
37.9487	4.60526	18.6092
37.9487	5.63158	13.7807
37.9487	6.65789	9.76276
37.9487	7.68421	6.32202
37.9487	8.71053	3.31327
37.9487	9.73684	0.640038
37.9487	10.7632	0
37.9487	11.7895	0
37.9487	12.8158	0
37.9487	13.8421	0
37.9487	14.8684	0
37.9487	15.8947	0
37.9487	16.9211	0
37.9487	17.9474	0
37.9487	18.9737	0
37.9487	20	0

40	0.5	71.8976
40	1.52632	45.1135
40	2.55263	32.771
40	3.57895	24.6604
40	4.60526	18.6092
40	5.63158	13.7807
40	6.65789	9.76276
40	7.68421	6.32202
40	8.71053	3.31327
40	9.73684	0.640038
40	10.7632	0
40	11.7895	0
40	12.8158	0
40	13.8421	0
40	14.8684	0
40	15.8947	0
40	16.9211	0
40	17.9474	0
40	18.9737	0
40	20	0

