# d (nm)	h (nm)	F (kT)
# Total number of tethers: 156
-43.0769	40	0

-30.7692	1	377.36
-30.7692	3.05263	243.935
-30.7692	5.10526	177.454
-30.7692	7.15789	131.805
-30.7692	9.21053	97.5793
-30.7692	11.2632	69.5558
-30.7692	13.3158	46.0096
-30.7692	15.3684	25.5578
-30.7692	17.4211	7.52771
-30.7692	19.4737	-8.59631
-30.7692	21.5263	-11.6844
-30.7692	23.5789	-10.6446
-30.7692	25.6316	-9.47069
-30.7692	27.6842	-8.34403
-30.7692	29.7368	-7.2362
-30.7692	31.7895	-6.05227
-30.7692	33.8421	-4.87136
-30.7692	35.8947	-3.30417
-30.7692	37.9474	-1.70847
-30.7692	40	0

-18.4615	1	374.522
-18.4615	3.05263	242.813
-18.4615	5.10526	176.738
-18.4615	7.15789	130.825
-18.4615	9.21053	96.5861
-18.4615	11.2632	69.191
-18.4615	13.3158	45.5991
-18.4615	15.3684	25.112
-18.4615	17.4211	6.99919
-18.4615	19.4737	-9.2963
-18.4615	21.5263	-12.4459
-18.4615	23.5789	-11.1762
-18.4615	25.6316	-10.0887
-18.4615	27.6842	-8.92261
-18.4615	29.7368	-7.7471
-18.4615	31.7895	-6.29126
-18.4615	33.8421	-4.86368
-18.4615	35.8947	-3.14958
-18.4615	37.9474	-1.65556
-18.4615	40	0

-6.15385	1	373.87
-6.15385	3.05263	241.644
-6.15385	5.10526	175.83
-6.15385	7.15789	131.464
-6.15385	9.21053	96.6334
-6.15385	11.2632	68.6631
-6.15385	13.3158	45.1761
-6.15385	15.3684	24.9195
-6.15385	17.4211	6.68974
-6.15385	19.4737	-9.33949
-6.15385	21.5263	-12.4529
-6.15385	23.5789	-11.3777
-6.15385	25.6316	-10.1942
-6.15385	27.6842	-8.97142
-6.15385	29.7368	-7.58938
-6.15385	31.7895	-6.05726
-6.15385	33.8421	-4.65125
-6.15385	35.8947	-3.17158
-6.15385	37.9474	-1.77734
-6.15385	40	0

6.15385	1	376.039
6.15385	3.05263	243.798
6.15385	5.10526	177.335
6.15385	7.15789	131.719
6.15385	9.21053	97.1801
6.15385	11.2632	69.2106
6.15385	13.3158	45.5304
6.15385	15.3684	25.5529
6.15385	17.4211	7.52004
6.15385	19.4737	-8.47907
6.15385	21.5263	-11.5609
6.15385	23.5789	-10.5054
6.15385	25.6316	-9.4911
6.15385	27.6842	-8.38669
6.15385	29.7368	-7.19041
6.15385	31.7895	-5.87173
6.15385	33.8421	-4.71556
6.15385	35.8947	-3.21575
6.15385	37.9474	-1.74506
6.15385	40	0

18.4615	1	381.064
18.4615	3.05263	245.631
18.4615	5.10526	179.021
18.4615	7.15789	133.195
18.4615	9.21053	98.3362
18.4615	11.2632	70.1993
18.4615	13.3158	46.9119
18.4615	15.3684	26.6076
18.4615	17.4211	8.76581
18.4615	19.4737	-7.54695
18.4615	21.5263	-10.7957
18.4615	23.5789	-9.80132
18.4615	25.6316	-8.79623
18.4615	27.6842	-7.72746
18.4615	29.7368	-6.59754
18.4615	31.7895	-5.38427
18.4615	33.8421	-4.13828
18.4615	35.8947	-2.82395
18.4615	37.9474	-1.42921
18.4615	40	0

30.7692	1	389.126
30.7692	3.05263	252.117
30.7692	5.10526	183.056
30.7692	7.15789	136.552
30.7692	9.21053	101.168
30.7692	11.2632	72.7312
30.7692	13.3158	48.9817
30.7692	15.3684	28.1964
30.7692	17.4211	10.0506
30.7692	19.4737	-6.55486
30.7692	21.5263	-9.62325
30.7692	23.5789	-8.70898
30.7692	25.6316	-7.82566
30.7692	27.6842	-6.93003
30.7692	29.7368	-5.83295
30.7692	31.7895	-4.68894
30.7692	33.8421	-3.52852
30.7692	35.8947	-2.4859
30.7692	37.9474	-1.18014
30.7692	40	0

43.0769	1	398.639
43.0769	3.05263	256.037
43.0769	5.10526	186.139
43.0769	7.15789	139.38
43.0769	9.21053	103.202
43.0769	11.2632	74.4964
43.0769	13.3158	50.2669
43.0769	15.3684	29.5292
43.0769	17.4211	11.2131
43.0769	19.4737	-5.16923
43.0769	21.5263	-8.4465
43.0769	23.5789	-7.61568
43.0769	25.6316	-6.87171
43.0769	27.6842	-5.93793
43.0769	29.7368	-5.23089
43.0769	31.7895	-4.18682
43.0769	33.8421	-3.14044
43.0769	35.8947	-2.22864
43.0769	37.9474	-1.1586
43.0769	40	0

55.3846	1	404.498
55.3846	3.05263	259.614
55.3846	5.10526	188.791
55.3846	7.15789	141.406
55.3846	9.21053	105.37
55.3846	11.2632	76.3801
55.3846	13.3158	51.9994
55.3846	15.3684	30.8821
55.3846	17.4211	12.258
55.3846	19.4737	-4.30706
55.3846	21.5263	-7.56778
55.3846	23.5789	-6.82752
55.3846	25.6316	-6.09844
55.3846	27.6842	-5.33075
55.3846	29.7368	-4.54794
55.3846	31.7895	-3.78374
55.3846	33.8421	-2.62536
55.3846	35.8947	-1.87444
55.3846	37.9474	-1.04999
55.3846	40	0

67.6923	1	413.165
67.6923	3.05263	264.896
67.6923	5.10526	192.42
67.6923	7.15789	144.3
67.6923	9.21053	107.825
67.6923	11.2632	78.0985
67.6923	13.3158	53.2944
67.6923	15.3684	32.0761
67.6923	17.4211	13.4231
67.6923	19.4737	-3.17367
67.6923	21.5263	-6.67421
67.6923	23.5789	-6.10263
67.6923	25.6316	-5.38349
67.6923	27.6842	-4.72107
67.6923	29.7368	-3.97481
67.6923	31.7895	-3.19497
67.6923	33.8421	-2.31614
67.6923	35.8947	-1.523
67.6923	37.9474	-0.736875
67.6923	40	0

80	1	419.128
80	3.05263	268.13
80	5.10526	195.023
80	7.15789	145.9
80	9.21053	109.141
80	11.2632	79.6438
80	13.3158	54.6193
80	15.3684	33.2195
80	17.4211	14.4384
80	19.4737	-2.22258
80	21.5263	-5.70703
80	23.5789	-5.20587
80	25.6316	-4.58572
80	27.6842	-3.97291
80	29.7368	-3.33589
80	31.7895	-2.58632
80	33.8421	-2.02649
80	35.8947	-1.45364
80	37.9474	-0.752105
80	40	0

92.3077	1	427.01
92.3077	3.05263	271.495
92.3077	5.10526	197.451
92.3077	7.15789	147.854
92.3077	9.21053	110.533
92.3077	11.2632	80.696
92.3077	13.3158	55.763
92.3077	15.3684	34.2943
92.3077	17.4211	15.7251
92.3077	19.4737	-1.0897
92.3077	21.5263	-4.73958
92.3077	23.5789	-4.28321
92.3077	25.6316	-3.83067
92.3077	27.6842	-3.37154
92.3077	29.7368	-2.95026
92.3077	31.7895	-2.48791
92.3077	33.8421	-1.98639
92.3077	35.8947	-1.26397
92.3077	37.9474	-0.645919
92.3077	40	0

104.615	1	434.656
104.615	3.05263	275.723
104.615	5.10526	200.725
104.615	7.15789	150.733
104.615	9.21053	112.983
104.615	11.2632	82.5218
104.615	13.3158	57.3595
104.615	15.3684	35.742
104.615	17.4211	16.6024
104.615	19.4737	-0.398192
104.615	21.5263	-4.31392
104.615	23.5789	-4.01368
104.615	25.6316	-3.5261
104.615	27.6842	-3.02143
104.615	29.7368	-2.54681
104.615	31.7895	-1.9053
104.615	33.8421	-1.50394
104.615	35.8947	-0.938867
104.615	37.9474	-0.500902
104.615	40	0

116.923	1	437.907
116.923	3.05263	277.878
116.923	5.10526	201.434
116.923	7.15789	151.416
116.923	9.21053	113.842
116.923	11.2632	83.6471
116.923	13.3158	58.3741
116.923	15.3684	36.5805
116.923	17.4211	17.4023
116.923	19.4737	0.451787
116.923	21.5263	-3.32188
116.923	23.5789	-3.09611
116.923	25.6316	-2.69314
116.923	27.6842	-2.28485
116.923	29.7368	-1.94485
116.923	31.7895	-1.61752
116.923	33.8421	-1.15399
116.923	35.8947	-0.764481
116.923	37.9474	-0.460745
116.923	40	0

129.231	1	444.75
129.231	3.05263	281.272
129.231	5.10526	204.125
129.231	7.15789	153.437
129.231	9.21053	115.196
129.231	11.2632	84.6793
129.231	13.3158	59.3417
129.231	15.3684	37.4993
129.231	17.4211	18.4533
129.231	19.4737	1.46958
129.231	21.5263	-2.46135
129.231	23.5789	-2.24872
129.231	25.6316	-2.0345
129.231	27.6842	-1.75206
129.231	29.7368	-1.56709
129.231	31.7895	-1.29645
129.231	33.8421	-1.01873
129.231	35.8947	-0.668591
129.231	37.9474	-0.359733
129.231	40	0

141.538	1	450.799
141.538	3.05263	284.618
141.538	5.10526	206.973
141.538	7.15789	155.821
141.538	9.21053	117.166
141.538	11.2632	86.3257
141.538	13.3158	60.6733
141.538	15.3684	38.5907
141.538	17.4211	19.3545
141.538	19.4737	2.19667
141.538	21.5263	-1.77664
141.538	23.5789	-1.65061
141.538	25.6316	-1.48204
141.538	27.6842	-1.32439
141.538	29.7368	-1.17259
141.538	31.7895	-0.966088
141.538	33.8421	-0.736305
141.538	35.8947	-0.492237
141.538	37.9474	-0.28607
141.538	40	0

153.846	1	456.187
153.846	3.05263	287.608
153.846	5.10526	208.971
153.846	7.15789	157.108
153.846	9.21053	118.351
153.846	11.2632	87.3865
153.846	13.3158	61.5967
153.846	15.3684	39.3873
153.846	17.4211	20.03
153.846	19.4737	2.7595
153.846	21.5263	-1.21723
153.846	23.5789	-1.09088
153.846	25.6316	-0.933963
153.846	27.6842	-0.811317
153.846	29.7368	-0.742934
153.846	31.7895	-0.515843
153.846	33.8421	-0.442817
153.846	35.8947	-0.30636
153.846	37.9474	-0.16097
153.846	40	0

166.154	1	460.086
166.154	3.05263	289.697
166.154	5.10526	210.527
166.154	7.15789	158.443
166.154	9.21053	119.319
166.154	11.2632	88.2327
166.154	13.3158	62.2743
166.154	15.3684	40.1423
166.154	17.4211	20.7455
166.154	19.4737	3.40469
166.154	21.5263	-0.6644
166.154	23.5789	-0.573249
166.154	25.6316	-0.499803
166.154	27.6842	-0.41413
166.154	29.7368	-0.330148
166.154	31.7895	-0.214973
166.154	33.8421	-0.204551
166.154	35.8947	-0.127663
166.154	37.9474	-0.0544906
166.154	40	0

178.462	1	463.002
178.462	3.05263	291.119
178.462	5.10526	211.79
178.462	7.15789	159.297
178.462	9.21053	120.155
178.462	11.2632	88.9105
178.462	13.3158	62.897
178.462	15.3684	40.6755
178.462	17.4211	21.1564
178.462	19.4737	3.87832
178.462	21.5263	-0.266638
178.462	23.5789	-0.206032
178.462	25.6316	-0.16256
178.462	27.6842	-0.137754
178.462	29.7368	-0.114958
178.462	31.7895	-0.0933898
178.462	33.8421	-0.0387385
178.462	35.8947	-0.0368345
178.462	37.9474	-0.0177819
178.462	40	0

190.769	1	465.114
190.769	3.05263	292.109
190.769	5.10526	212.557
190.769	7.15789	159.916
190.769	9.21053	120.616
190.769	11.2632	89.3315
190.769	13.3158	63.2831
190.769	15.3684	40.9346
190.769	17.4211	21.4289
190.769	19.4737	4.07831
190.769	21.5263	-0.0599703
190.769	23.5789	-0.0408003
190.769	25.6316	-0.0392025
190.769	27.6842	-0.0376684
190.769	29.7368	-0.0362035
190.769	31.7895	-0.0177627
190.769	33.8421	0
190.769	35.8947	0
190.769	37.9474	0
190.769	40	0

203.077	1	466.842
203.077	3.05263	293.033
203.077	5.10526	212.874
203.077	7.15789	160.177
203.077	9.21053	120.841
203.077	11.2632	89.4752
203.077	13.3158	63.4175
203.077	15.3684	41.063
203.077	17.4211	21.5362
203.077	19.4737	4.16025
203.077	21.5263	0
203.077	23.5789	0
203.077	25.6316	0
203.077	27.6842	0
203.077	29.7368	0
203.077	31.7895	0
203.077	33.8421	0
203.077	35.8947	0
203.077	37.9474	0
203.077	40	0

215.385	1	467.334
215.385	3.05263	293.238
215.385	5.10526	213.012
215.385	7.15789	160.293
215.385	9.21053	120.96
215.385	11.2632	89.5745
215.385	13.3158	63.458
215.385	15.3684	41.0931
215.385	17.4211	21.5362
215.385	19.4737	4.16025
215.385	21.5263	0
215.385	23.5789	0
215.385	25.6316	0
215.385	27.6842	0
215.385	29.7368	0
215.385	31.7895	0
215.385	33.8421	0
215.385	35.8947	0
215.385	37.9474	0
215.385	40	0

227.692	1	467.334
227.692	3.05263	293.238
227.692	5.10526	213.012
227.692	7.15789	160.293
227.692	9.21053	120.96
227.692	11.2632	89.5745
227.692	13.3158	63.458
227.692	15.3684	41.0931
227.692	17.4211	21.5362
227.692	19.4737	4.16025
227.692	21.5263	0
227.692	23.5789	0
227.692	25.6316	0
227.692	27.6842	0
227.692	29.7368	0
227.692	31.7895	0
227.692	33.8421	0
227.692	35.8947	0
227.692	37.9474	0
227.692	40	0

240	1	467.334
240	3.05263	293.238
240	5.10526	213.012
240	7.15789	160.293
240	9.21053	120.96
240	11.2632	89.5745
240	13.3158	63.458
240	15.3684	41.0931
240	17.4211	21.5362
240	19.4737	4.16025
240	21.5263	0
240	23.5789	0
240	25.6316	0
240	27.6842	0
240	29.7368	0
240	31.7895	0
240	33.8421	0
240	35.8947	0
240	37.9474	0
240	40	0

