# d (nm)	h (nm)	F (kT)
# Total number of tethers: 156
-43.0769	37.9474	-0.19687
-43.0769	40	0

-30.7692	1	441.285
-30.7692	3.05263	282.526
-30.7692	5.10526	206.188
-30.7692	7.15789	155.139
-30.7692	9.21053	116.903
-30.7692	11.2632	86.2267
-30.7692	13.3158	60.5735
-30.7692	15.3684	38.5918
-30.7692	17.4211	19.3307
-30.7692	19.4737	2.17172
-30.7692	21.5263	-1.76121
-30.7692	23.5789	-1.57862
-30.7692	25.6316	-1.40292
-30.7692	27.6842	-1.20443
-30.7692	29.7368	-1.02907
-30.7692	31.7895	-0.83522
-30.7692	33.8421	-0.622443
-30.7692	35.8947	-0.465811
-30.7692	37.9474	-0.228212
-30.7692	40	0

-18.4615	1	439.171
-18.4615	3.05263	281.69
-18.4615	5.10526	205.907
-18.4615	7.15789	155.03
-18.4615	9.21053	116.792
-18.4615	11.2632	86.1371
-18.4615	13.3158	60.5465
-18.4615	15.3684	38.5169
-18.4615	17.4211	19.2429
-18.4615	19.4737	2.08893
-18.4615	21.5263	-1.88852
-18.4615	23.5789	-1.70051
-18.4615	25.6316	-1.52435
-18.4615	27.6842	-1.32734
-18.4615	29.7368	-1.11244
-18.4615	31.7895	-0.900749
-18.4615	33.8421	-0.682879
-18.4615	35.8947	-0.461417
-18.4615	37.9474	-0.231127
-18.4615	40	0

-6.15385	1	439.87
-6.15385	3.05263	282.016
-6.15385	5.10526	205.653
-6.15385	7.15789	154.955
-6.15385	9.21053	116.828
-6.15385	11.2632	86.094
-6.15385	13.3158	60.457
-6.15385	15.3684	38.4295
-6.15385	17.4211	19.16
-6.15385	19.4737	2.01756
-6.15385	21.5263	-1.94169
-6.15385	23.5789	-1.71152
-6.15385	25.6316	-1.50357
-6.15385	27.6842	-1.30098
-6.15385	29.7368	-1.0965
-6.15385	31.7895	-0.901495
-6.15385	33.8421	-0.678996
-6.15385	35.8947	-0.455548
-6.15385	37.9474	-0.22823
-6.15385	40	0

6.15385	1	439.802
6.15385	3.05263	281.854
6.15385	5.10526	205.746
6.15385	7.15789	154.957
6.15385	9.21053	116.795
6.15385	11.2632	86.1232
6.15385	13.3158	60.5037
6.15385	15.3684	38.4668
6.15385	17.4211	19.2233
6.15385	19.4737	2.07773
6.15385	21.5263	-1.88699
6.15385	23.5789	-1.66409
6.15385	25.6316	-1.44183
6.15385	27.6842	-1.25073
6.15385	29.7368	-1.05756
6.15385	31.7895	-0.846195
6.15385	33.8421	-0.628398
6.15385	35.8947	-0.432421
6.15385	37.9474	-0.224342
6.15385	40	0

18.4615	1	441.813
18.4615	3.05263	282.848
18.4615	5.10526	206.258
18.4615	7.15789	155.381
18.4615	9.21053	116.969
18.4615	11.2632	86.2378
18.4615	13.3158	60.629
18.4615	15.3684	38.6672
18.4615	17.4211	19.3891
18.4615	19.4737	2.26229
18.4615	21.5263	-1.70784
18.4615	23.5789	-1.52559
18.4615	25.6316	-1.32062
18.4615	27.6842	-1.16007
18.4615	29.7368	-0.979674
18.4615	31.7895	-0.807955
18.4615	33.8421	-0.633771
18.4615	35.8947	-0.4166
18.4615	37.9474	-0.233172
18.4615	40	0

30.7692	1	444.135
30.7692	3.05263	284.066
30.7692	5.10526	207.145
30.7692	7.15789	155.929
30.7692	9.21053	117.506
30.7692	11.2632	86.6458
30.7692	13.3158	60.966
30.7692	15.3684	38.9133
30.7692	17.4211	19.5784
30.7692	19.4737	2.38887
30.7692	21.5263	-1.61925
30.7692	23.5789	-1.44366
30.7692	25.6316	-1.24852
30.7692	27.6842	-1.08527
30.7692	29.7368	-0.91648
30.7692	31.7895	-0.746834
30.7692	33.8421	-0.566382
30.7692	35.8947	-0.382655
30.7692	37.9474	-0.188917
30.7692	40	0

43.0769	1	446.036
43.0769	3.05263	284.377
43.0769	5.10526	207.477
43.0769	7.15789	156.318
43.0769	9.21053	117.842
43.0769	11.2632	86.952
43.0769	13.3158	61.1755
43.0769	15.3684	39.0686
43.0769	17.4211	19.7347
43.0769	19.4737	2.51083
43.0769	21.5263	-1.4865
43.0769	23.5789	-1.33298
43.0769	25.6316	-1.18294
43.0769	27.6842	-1.00989
43.0769	29.7368	-0.844877
43.0769	31.7895	-0.659948
43.0769	33.8421	-0.499872
43.0769	35.8947	-0.333414
43.0769	37.9474	-0.184678
43.0769	40	0

55.3846	1	448.168
55.3846	3.05263	285.41
55.3846	5.10526	207.91
55.3846	7.15789	156.557
55.3846	9.21053	117.973
55.3846	11.2632	87.1345
55.3846	13.3158	61.3782
55.3846	15.3684	39.2524
55.3846	17.4211	19.9131
55.3846	19.4737	2.69347
55.3846	21.5263	-1.31869
55.3846	23.5789	-1.18122
55.3846	25.6316	-1.02805
55.3846	27.6842	-0.902628
55.3846	29.7368	-0.772809
55.3846	31.7895	-0.61435
55.3846	33.8421	-0.495837
55.3846	35.8947	-0.327486
55.3846	37.9474	-0.160017
55.3846	40	0

67.6923	1	450.132
67.6923	3.05263	286.219
67.6923	5.10526	208.513
67.6923	7.15789	156.928
67.6923	9.21053	118.368
67.6923	11.2632	87.4335
67.6923	13.3158	61.6405
67.6923	15.3684	39.5168
67.6923	17.4211	20.1249
67.6923	19.4737	2.87443
67.6923	21.5263	-1.17366
67.6923	23.5789	-1.04894
67.6923	25.6316	-0.923217
67.6923	27.6842	-0.801624
67.6923	29.7368	-0.685748
67.6923	31.7895	-0.555001
67.6923	33.8421	-0.409582
67.6923	35.8947	-0.279909
67.6923	37.9474	-0.135561
67.6923	40	0

80	1	452.435
80	3.05263	287.266
80	5.10526	209.242
80	7.15789	157.596
80	9.21053	118.839
80	11.2632	87.8084
80	13.3158	61.9351
80	15.3684	39.7635
80	17.4211	20.3443
80	19.4737	3.07204
80	21.5263	-0.968828
80	23.5789	-0.871051
80	25.6316	-0.760002
80	27.6842	-0.642148
80	29.7368	-0.552869
80	31.7895	-0.417475
80	33.8421	-0.320429
80	35.8947	-0.207233
80	37.9474	-0.117733
80	40	0

92.3077	1	455.552
92.3077	3.05263	288.41
92.3077	5.10526	209.964
92.3077	7.15789	158.121
92.3077	9.21053	119.169
92.3077	11.2632	88.1182
92.3077	13.3158	62.2465
92.3077	15.3684	40.0218
92.3077	17.4211	20.5891
92.3077	19.4737	3.32957
92.3077	21.5263	-0.736843
92.3077	23.5789	-0.66743
92.3077	25.6316	-0.564586
92.3077	27.6842	-0.484363
92.3077	29.7368	-0.394078
92.3077	31.7895	-0.296146
92.3077	33.8421	-0.207316
92.3077	35.8947	-0.143549
92.3077	37.9474	-0.0688268
92.3077	40	0

104.615	1	458.647
104.615	3.05263	289.767
104.615	5.10526	210.836
104.615	7.15789	158.638
104.615	9.21053	119.644
104.615	11.2632	88.4722
104.615	13.3158	62.5375
104.615	15.3684	40.3049
104.615	17.4211	20.8627
104.615	19.4737	3.55428
104.615	21.5263	-0.544231
104.615	23.5789	-0.47302
104.615	25.6316	-0.416407
104.615	27.6842	-0.3573
104.615	29.7368	-0.298636
104.615	31.7895	-0.212387
104.615	33.8421	-0.155655
104.615	35.8947	-0.0851123
104.615	37.9474	-0.0319838
104.615	40	0

116.923	1	459.657
116.923	3.05263	290.213
116.923	5.10526	211.226
116.923	7.15789	158.988
116.923	9.21053	119.914
116.923	11.2632	88.7188
116.923	13.3158	62.7334
116.923	15.3684	40.4751
116.923	17.4211	21.0107
116.923	19.4737	3.70669
116.923	21.5263	-0.417818
116.923	23.5789	-0.381911
116.923	25.6316	-0.329082
116.923	27.6842	-0.269258
116.923	29.7368	-0.228548
116.923	31.7895	-0.161638
116.923	33.8421	-0.121028
116.923	35.8947	-0.0708176
116.923	37.9474	-0.0392536
116.923	40	0

129.231	1	461.14
129.231	3.05263	290.909
129.231	5.10526	211.591
129.231	7.15789	159.27
129.231	9.21053	120.103
129.231	11.2632	88.8369
129.231	13.3158	62.8723
129.231	15.3684	40.5965
129.231	17.4211	21.1037
129.231	19.4737	3.77745
129.231	21.5263	-0.350169
129.231	23.5789	-0.316285
129.231	25.6316	-0.270464
129.231	27.6842	-0.222109
129.231	29.7368	-0.180861
129.231	31.7895	-0.150772
129.231	33.8421	-0.119857
129.231	35.8947	-0.0739739
129.231	37.9474	-0.0468881
129.231	40	0

141.538	1	462.569
141.538	3.05263	291.378
141.538	5.10526	211.89
141.538	7.15789	159.446
141.538	9.21053	120.276
141.538	11.2632	89.0197
141.538	13.3158	62.9955
141.538	15.3684	40.6933
141.538	17.4211	21.1869
141.538	19.4737	3.84565
141.538	21.5263	-0.286166
141.538	23.5789	-0.264506
141.538	25.6316	-0.234985
141.538	27.6842	-0.202208
141.538	29.7368	-0.178061
141.538	31.7895	-0.141318
141.538	33.8421	-0.108749
141.538	35.8947	-0.0755261
141.538	37.9474	-0.036937
141.538	40	0

153.846	1	463.294
153.846	3.05263	291.456
153.846	5.10526	212.027
153.846	7.15789	159.624
153.846	9.21053	120.448
153.846	11.2632	89.1493
153.846	13.3158	63.1202
153.846	15.3684	40.7957
153.846	17.4211	21.2605
153.846	19.4737	3.9023
153.846	21.5263	-0.24004
153.846	23.5789	-0.223683
153.846	25.6316	-0.185109
153.846	27.6842	-0.164436
153.846	29.7368	-0.128478
153.846	31.7895	-0.0988668
153.846	33.8421	-0.0776272
153.846	35.8947	-0.0576025
153.846	37.9474	-0.024712
153.846	40	0

166.154	1	464.637
166.154	3.05263	292.165
166.154	5.10526	212.329
166.154	7.15789	159.839
166.154	9.21053	120.592
166.154	11.2632	89.2619
166.154	13.3158	63.1885
166.154	15.3684	40.8577
166.154	17.4211	21.3269
166.154	19.4737	3.97953
166.154	21.5263	-0.159981
166.154	23.5789	-0.126733
166.154	25.6316	-0.113412
166.154	27.6842	-0.0984544
166.154	29.7368	-0.0821504
166.154	31.7895	-0.071072
166.154	33.8421	-0.0467748
166.154	35.8947	-0.0304519
166.154	37.9474	-0.0171765
166.154	40	0

178.462	1	465.673
178.462	3.05263	292.681
178.462	5.10526	212.646
178.462	7.15789	160.016
178.462	9.21053	120.751
178.462	11.2632	89.3912
178.462	13.3158	63.304
178.462	15.3684	40.9616
178.462	17.4211	21.4216
178.462	19.4737	4.06495
178.462	21.5263	-0.087274
178.462	23.5789	-0.0785321
178.462	25.6316	-0.0632692
178.462	27.6842	-0.0532712
178.462	29.7368	-0.0483772
178.462	31.7895	-0.0367277
178.462	33.8421	-0.0303713
178.462	35.8947	-0.0126348
178.462	37.9474	-0.0073173
178.462	40	0

190.769	1	466.488
190.769	3.05263	292.924
190.769	5.10526	212.801
190.769	7.15789	160.13
190.769	9.21053	120.848
190.769	11.2632	89.4892
190.769	13.3158	63.3889
190.769	15.3684	41.0348
190.769	17.4211	21.4811
190.769	19.4737	4.10846
190.769	21.5263	-0.0430481
190.769	23.5789	-0.0365495
190.769	25.6316	-0.030324
190.769	27.6842	-0.0243168
190.769	29.7368	-0.0208538
190.769	31.7895	-0.0176239
190.769	33.8421	-0.00511989
190.769	35.8947	-0.00248413
190.769	37.9474	0
190.769	40	0

203.077	1	466.983
203.077	3.05263	293.112
203.077	5.10526	212.93
203.077	7.15789	160.228
203.077	9.21053	120.922
203.077	11.2632	89.5397
203.077	13.3158	63.4226
203.077	15.3684	41.0596
203.077	17.4211	21.5072
203.077	19.4737	4.14104
203.077	21.5263	-0.0135345
203.077	23.5789	-0.0106909
203.077	25.6316	-0.00794551
203.077	27.6842	-0.00287142
203.077	29.7368	-0.0027299
203.077	31.7895	-0.00259901
203.077	33.8421	-0.00247798
203.077	35.8947	0
203.077	37.9474	0
203.077	40	0

215.385	1	467.267
215.385	3.05263	293.215
215.385	5.10526	212.998
215.385	7.15789	160.282
215.385	9.21053	120.951
215.385	11.2632	89.5658
215.385	13.3158	63.4495
215.385	15.3684	41.0863
215.385	17.4211	21.5302
215.385	19.4737	4.1573
215.385	21.5263	-0.00269435
215.385	23.5789	-0.00260016
215.385	25.6316	-0.00250773
215.385	27.6842	-0.00241777
215.385	29.7368	0
215.385	31.7895	0
215.385	33.8421	0
215.385	35.8947	0
215.385	37.9474	0
215.385	40	0

227.692	1	467.233
227.692	3.05263	293.194
227.692	5.10526	212.975
227.692	7.15789	160.293
227.692	9.21053	120.96
227.692	11.2632	89.5745
227.692	13.3158	63.458
227.692	15.3684	41.0931
227.692	17.4211	21.5362
227.692	19.4737	4.16025
227.692	21.5263	0
227.692	23.5789	0
227.692	25.6316	0
227.692	27.6842	0
227.692	29.7368	0
227.692	31.7895	0
227.692	33.8421	0
227.692	35.8947	0
227.692	37.9474	0
227.692	40	0

240	1	467.334
240	3.05263	293.238
240	5.10526	213.012
240	7.15789	160.293
240	9.21053	120.96
240	11.2632	89.5745
240	13.3158	63.458
240	15.3684	41.0931
240	17.4211	21.5362
240	19.4737	4.16025
240	21.5263	0
240	23.5789	0
240	25.6316	0
240	27.6842	0
240	29.7368	0
240	31.7895	0
240	33.8421	0
240	35.8947	0
240	37.9474	0
240	40	0

