# d (nm)	h (nm)	F (kT)
# Total number of tethers: 156
-43.0769	35.8947	-31.2927
-43.0769	37.9474	-17.0013
-43.0769	40	0

-30.7692	1	215.105
-30.7692	3.05263	108.626
-30.7692	5.10526	57.4821
-30.7692	7.15789	23.1132
-30.7692	9.21053	-4.20869
-30.7692	11.2632	-25.7676
-30.7692	13.3158	-43.859
-30.7692	15.3684	-61.0642
-30.7692	17.4211	-74.8351
-30.7692	19.4737	-87.5221
-30.7692	21.5263	-86.4979
-30.7692	23.5789	-81.8279
-30.7692	25.6316	-75.0438
-30.7692	27.6842	-67.9056
-30.7692	29.7368	-61.3331
-30.7692	31.7895	-51.7815
-30.7692	33.8421	-43.6803
-30.7692	35.8947	-35.4989
-30.7692	37.9474	-19.8011
-30.7692	40	0

-18.4615	1	210.92
-18.4615	3.05263	106.654
-18.4615	5.10526	55.3456
-18.4615	7.15789	20.0575
-18.4615	9.21053	-7.25132
-18.4615	11.2632	-28.6598
-18.4615	13.3158	-46.1623
-18.4615	15.3684	-61.7384
-18.4615	17.4211	-75.4511
-18.4615	19.4737	-89.0836
-18.4615	21.5263	-88.4224
-18.4615	23.5789	-84.0602
-18.4615	25.6316	-77.8967
-18.4615	27.6842	-70.7616
-18.4615	29.7368	-64.3615
-18.4615	31.7895	-56.0548
-18.4615	33.8421	-47.9115
-18.4615	35.8947	-36.6156
-18.4615	37.9474	-21.0848
-18.4615	40	0

-6.15385	1	209.162
-6.15385	3.05263	107.174
-6.15385	5.10526	56.374
-6.15385	7.15789	20.2949
-6.15385	9.21053	-5.9102
-6.15385	11.2632	-26.9551
-6.15385	13.3158	-45.6682
-6.15385	15.3684	-61.7178
-6.15385	17.4211	-76.2747
-6.15385	19.4737	-88.9375
-6.15385	21.5263	-88.7898
-6.15385	23.5789	-83.7874
-6.15385	25.6316	-78.1416
-6.15385	27.6842	-71.7343
-6.15385	29.7368	-64.3231
-6.15385	31.7895	-56.9933
-6.15385	33.8421	-46.001
-6.15385	35.8947	-36.3403
-6.15385	37.9474	-21.0225
-6.15385	40	0

6.15385	1	219.78
6.15385	3.05263	109.916
6.15385	5.10526	58.3507
6.15385	7.15789	23.5841
6.15385	9.21053	-2.26261
6.15385	11.2632	-23.2773
6.15385	13.3158	-41.6334
6.15385	15.3684	-58.5251
6.15385	17.4211	-72.3583
6.15385	19.4737	-85.0238
6.15385	21.5263	-84.876
6.15385	23.5789	-79.3093
6.15385	25.6316	-74.4355
6.15385	27.6842	-68.1736
6.15385	29.7368	-61.5664
6.15385	31.7895	-54.9428
6.15385	33.8421	-45.9738
6.15385	35.8947	-33.8673
6.15385	37.9474	-20.7137
6.15385	40	0

18.4615	1	235.285
18.4615	3.05263	122.372
18.4615	5.10526	67.1009
18.4615	7.15789	32.2671
18.4615	9.21053	5.63239
18.4615	11.2632	-17.6627
18.4615	13.3158	-36.5922
18.4615	15.3684	-52.6342
18.4615	17.4211	-67.1438
18.4615	19.4737	-79.9659
18.4615	21.5263	-79.3272
18.4615	23.5789	-75.2599
18.4615	25.6316	-70.1559
18.4615	27.6842	-64.0754
18.4615	29.7368	-57.1709
18.4615	31.7895	-50.5458
18.4615	33.8421	-41.6683
18.4615	35.8947	-30.7687
18.4615	37.9474	-19.0568
18.4615	40	0

30.7692	1	254.986
30.7692	3.05263	136.409
30.7692	5.10526	82.0612
30.7692	7.15789	43.4604
30.7692	9.21053	14.6495
30.7692	11.2632	-8.1746
30.7692	13.3158	-27.5988
30.7692	15.3684	-44.4443
30.7692	17.4211	-59.447
30.7692	19.4737	-72.4471
30.7692	21.5263	-72.5598
30.7692	23.5789	-68.6608
30.7692	25.6316	-63.4408
30.7692	27.6842	-58.4724
30.7692	29.7368	-53.1541
30.7692	31.7895	-45.7335
30.7692	33.8421	-38.4146
30.7692	35.8947	-29.3297
30.7692	37.9474	-15.9167
30.7692	40	0

43.0769	1	278.804
43.0769	3.05263	154.192
43.0769	5.10526	93.7065
43.0769	7.15789	55.2881
43.0769	9.21053	27.5046
43.0769	11.2632	3.3563
43.0769	13.3158	-17.5656
43.0769	15.3684	-35.9603
43.0769	17.4211	-51.8277
43.0769	19.4737	-65.9261
43.0769	21.5263	-66.3399
43.0769	23.5789	-61.9849
43.0769	25.6316	-58.7618
43.0769	27.6842	-52.7495
43.0769	29.7368	-47.2415
43.0769	31.7895	-41.0424
43.0769	33.8421	-34.1066
43.0769	35.8947	-25.8533
43.0769	37.9474	-12.9086
43.0769	40	0

55.3846	1	297.623
55.3846	3.05263	168.011
55.3846	5.10526	106.595
55.3846	7.15789	66.4665
55.3846	9.21053	35.8614
55.3846	11.2632	10.8994
55.3846	13.3158	-9.07654
55.3846	15.3684	-27.1527
55.3846	17.4211	-42.7461
55.3846	19.4737	-57.4256
55.3846	21.5263	-58.9932
55.3846	23.5789	-54.9862
55.3846	25.6316	-51.3487
55.3846	27.6842	-47.0002
55.3846	29.7368	-42.2239
55.3846	31.7895	-36.4111
55.3846	33.8421	-30.3647
55.3846	35.8947	-23.1162
55.3846	37.9474	-12.1107
55.3846	40	0

67.6923	1	315.535
67.6923	3.05263	185.069
67.6923	5.10526	121.937
67.6923	7.15789	79.6872
67.6923	9.21053	47.6796
67.6923	11.2632	21.981
67.6923	13.3158	0.810009
67.6923	15.3684	-18.3863
67.6923	17.4211	-35.2954
67.6923	19.4737	-50.1619
67.6923	21.5263	-52.1641
67.6923	23.5789	-49.3824
67.6923	25.6316	-45.8895
67.6923	27.6842	-41.8051
67.6923	29.7368	-37.2084
67.6923	31.7895	-31.895
67.6923	33.8421	-25.4592
67.6923	35.8947	-18.5553
67.6923	37.9474	-11.0329
67.6923	40	0

80	1	336.327
80	3.05263	195.812
80	5.10526	132.549
80	7.15789	88.5531
80	9.21053	55.8529
80	11.2632	30.4142
80	13.3158	7.94204
80	15.3684	-11.1866
80	17.4211	-27.8821
80	19.4737	-42.5602
80	21.5263	-43.4953
80	23.5789	-40.8932
80	25.6316	-38.6359
80	27.6842	-35.234
80	29.7368	-31.8436
80	31.7895	-27.9502
80	33.8421	-22.9987
80	35.8947	-17.3997
80	37.9474	-9.33377
80	40	0

92.3077	1	352.372
92.3077	3.05263	210.415
92.3077	5.10526	144.148
92.3077	7.15789	98.6356
92.3077	9.21053	64.3479
92.3077	11.2632	37.5745
92.3077	13.3158	15.4827
92.3077	15.3684	-3.98829
92.3077	17.4211	-20.7831
92.3077	19.4737	-35.2281
92.3077	21.5263	-37.4605
92.3077	23.5789	-34.4198
92.3077	25.6316	-32.0942
92.3077	27.6842	-29.5989
92.3077	29.7368	-26.2569
92.3077	31.7895	-23.4754
92.3077	33.8421	-19.704
92.3077	35.8947	-15.7324
92.3077	37.9474	-10.188
92.3077	40	0

104.615	1	373.174
104.615	3.05263	224.232
104.615	5.10526	155.02
104.615	7.15789	108.983
104.615	9.21053	74.2895
104.615	11.2632	47.0597
104.615	13.3158	24.4987
104.615	15.3684	4.4866
104.615	17.4211	-13.1121
104.615	19.4737	-28.9906
104.615	21.5263	-31.2919
104.615	23.5789	-29.0959
104.615	25.6316	-26.8041
104.615	27.6842	-24.8298
104.615	29.7368	-22.0784
104.615	31.7895	-19.1028
104.615	33.8421	-15.4534
104.615	35.8947	-11.5918
104.615	37.9474	-6.8597
104.615	40	0

116.923	1	384.581
116.923	3.05263	235.341
116.923	5.10526	164.398
116.923	7.15789	117.98
116.923	9.21053	82.582
116.923	11.2632	54.2818
116.923	13.3158	30.7915
116.923	15.3684	10.5383
116.923	17.4211	-6.94783
116.923	19.4737	-22.9904
116.923	21.5263	-25.5652
116.923	23.5789	-23.4107
116.923	25.6316	-21.0633
116.923	27.6842	-19.4142
116.923	29.7368	-17.313
116.923	31.7895	-15.087
116.923	33.8421	-11.9715
116.923	35.8947	-8.35182
116.923	37.9474	-5.2453
116.923	40	0

129.231	1	401.067
129.231	3.05263	245.414
129.231	5.10526	173.043
129.231	7.15789	124.706
129.231	9.21053	88.4534
129.231	11.2632	59.6322
129.231	13.3158	36.3623
129.231	15.3684	16.5169
129.231	17.4211	-1.82424
129.231	19.4737	-17.1575
129.231	21.5263	-19.8798
129.231	23.5789	-18.8947
129.231	25.6316	-16.866
129.231	27.6842	-15.2164
129.231	29.7368	-13.1387
129.231	31.7895	-11.3931
129.231	33.8421	-9.69969
129.231	35.8947	-7.27118
129.231	37.9474	-4.30413
129.231	40	0

141.538	1	413.024
141.538	3.05263	253.829
141.538	5.10526	180.594
141.538	7.15789	132.648
141.538	9.21053	96.2361
141.538	11.2632	67.1489
141.538	13.3158	42.2828
141.538	15.3684	21.421
141.538	17.4211	3.14432
141.538	19.4737	-13.2305
141.538	21.5263	-16.4174
141.538	23.5789	-15.2802
141.538	25.6316	-14.2694
141.538	27.6842	-12.9847
141.538	29.7368	-11.1779
141.538	31.7895	-9.50397
141.538	33.8421	-7.85692
141.538	35.8947	-5.2591
141.538	37.9474	-3.55284
141.538	40	0

153.846	1	423.457
153.846	3.05263	262.592
153.846	5.10526	188.587
153.846	7.15789	139.172
153.846	9.21053	101.461
153.846	11.2632	71.5707
153.846	13.3158	47.0282
153.846	15.3684	25.9433
153.846	17.4211	7.33841
153.846	19.4737	-9.43659
153.846	21.5263	-12.8904
153.846	23.5789	-12.0483
153.846	25.6316	-10.9237
153.846	27.6842	-9.49564
153.846	29.7368	-8.36445
153.846	31.7895	-7.18193
153.846	33.8421	-5.82237
153.846	35.8947	-4.50984
153.846	37.9474	-2.14834
153.846	40	0

166.154	1	433.505
166.154	3.05263	269.202
166.154	5.10526	195.117
166.154	7.15789	144.536
166.154	9.21053	107.067
166.154	11.2632	76.5743
166.154	13.3158	51.5332
166.154	15.3684	30.145
166.154	17.4211	11.7756
166.154	19.4737	-5.02246
166.154	21.5263	-8.8661
166.154	23.5789	-8.33767
166.154	25.6316	-7.20424
166.154	27.6842	-6.19447
166.154	29.7368	-5.41509
166.154	31.7895	-4.63652
166.154	33.8421	-3.25668
166.154	35.8947	-1.72723
166.154	37.9474	-0.851174
166.154	40	0

178.462	1	443.345
178.462	3.05263	276.826
178.462	5.10526	199.216
178.462	7.15789	148.649
178.462	9.21053	110.703
178.462	11.2632	80.2944
178.462	13.3158	55.4915
178.462	15.3684	34.0037
178.462	17.4211	15.5122
178.462	19.4737	-0.406564
178.462	21.5263	-4.30968
178.462	23.5789	-3.94542
178.462	25.6316	-3.66193
178.462	27.6842	-2.72306
178.462	29.7368	-2.46908
178.462	31.7895	-1.86751
178.462	33.8421	-1.18146
178.462	35.8947	-0.806217
178.462	37.9474	-0.280502
178.462	40	0

190.769	1	457.124
190.769	3.05263	286.55
190.769	5.10526	207.612
190.769	7.15789	155.39
190.769	9.21053	116.472
190.769	11.2632	86.0333
190.769	13.3158	60.6948
190.769	15.3684	38.462
190.769	17.4211	19.0576
190.769	19.4737	2.14657
190.769	21.5263	-1.94799
190.769	23.5789	-1.5066
190.769	25.6316	-1.26408
190.769	27.6842	-1.22854
190.769	29.7368	-0.817068
190.769	31.7895	-0.57008
190.769	33.8421	-0.27956
190.769	35.8947	0
190.769	37.9474	0
190.769	40	0

203.077	1	462.385
203.077	3.05263	290.065
203.077	5.10526	210.474
203.077	7.15789	157.925
203.077	9.21053	118.922
203.077	11.2632	88.1234
203.077	13.3158	62.015
203.077	15.3684	39.725
203.077	17.4211	20.3125
203.077	19.4737	3.55025
203.077	21.5263	-0.57183
203.077	23.5789	-0.283373
203.077	25.6316	0
203.077	27.6842	0
203.077	29.7368	0
203.077	31.7895	0
203.077	33.8421	0
203.077	35.8947	0
203.077	37.9474	0
203.077	40	0

215.385	1	467.334
215.385	3.05263	293.238
215.385	5.10526	213.012
215.385	7.15789	160.293
215.385	9.21053	120.96
215.385	11.2632	89.5745
215.385	13.3158	63.458
215.385	15.3684	41.0931
215.385	17.4211	21.5362
215.385	19.4737	4.16025
215.385	21.5263	0
215.385	23.5789	0
215.385	25.6316	0
215.385	27.6842	0
215.385	29.7368	0
215.385	31.7895	0
215.385	33.8421	0
215.385	35.8947	0
215.385	37.9474	0
215.385	40	0

227.692	1	467.334
227.692	3.05263	293.238
227.692	5.10526	213.012
227.692	7.15789	160.293
227.692	9.21053	120.96
227.692	11.2632	89.5745
227.692	13.3158	63.458
227.692	15.3684	41.0931
227.692	17.4211	21.5362
227.692	19.4737	4.16025
227.692	21.5263	0
227.692	23.5789	0
227.692	25.6316	0
227.692	27.6842	0
227.692	29.7368	0
227.692	31.7895	0
227.692	33.8421	0
227.692	35.8947	0
227.692	37.9474	0
227.692	40	0

240	1	467.334
240	3.05263	293.238
240	5.10526	213.012
240	7.15789	160.293
240	9.21053	120.96
240	11.2632	89.5745
240	13.3158	63.458
240	15.3684	41.0931
240	17.4211	21.5362
240	19.4737	4.16025
240	21.5263	0
240	23.5789	0
240	25.6316	0
240	27.6842	0
240	29.7368	0
240	31.7895	0
240	33.8421	0
240	35.8947	0
240	37.9474	0
240	40	0

