# d (nm)	h (nm)	F (kT)
# Total number of tethers: 156
-240	1	467.334
-240	3.05263	293.238
-240	5.10526	213.012
-240	7.15789	160.293
-240	9.21053	120.96
-240	11.2632	89.5745
-240	13.3158	63.458
-240	15.3684	41.0931
-240	17.4211	21.5362
-240	19.4737	4.16025
-240	21.5263	0
-240	23.5789	0
-240	25.6316	0
-240	27.6842	0
-240	29.7368	0
-240	31.7895	0
-240	33.8421	0
-240	35.8947	0
-240	37.9474	0
-240	40	0

-227.692	1	467.334
-227.692	3.05263	293.238
-227.692	5.10526	213.012
-227.692	7.15789	160.293
-227.692	9.21053	120.96
-227.692	11.2632	89.5745
-227.692	13.3158	63.458
-227.692	15.3684	41.0931
-227.692	17.4211	21.5362
-227.692	19.4737	4.16025
-227.692	21.5263	0
-227.692	23.5789	0
-227.692	25.6316	0
-227.692	27.6842	0
-227.692	29.7368	0
-227.692	31.7895	0
-227.692	33.8421	0
-227.692	35.8947	0
-227.692	37.9474	0
-227.692	40	0

-215.385	1	460.905
-215.385	3.05263	289.079
-215.385	5.10526	209.604
-215.385	7.15789	157.104
-215.385	9.21053	118.873
-215.385	11.2632	87.9805
-215.385	13.3158	61.9234
-215.385	15.3684	39.6793
-215.385	17.4211	20.894
-215.385	19.4737	3.62164
-215.385	21.5263	-0.283093
-215.385	23.5789	0
-215.385	25.6316	0
-215.385	27.6842	0
-215.385	29.7368	0
-215.385	31.7895	0
-215.385	33.8421	0
-215.385	35.8947	0
-215.385	37.9474	0
-215.385	40	0

-203.077	1	452.179
-203.077	3.05263	283.869
-203.077	5.10526	205.196
-203.077	7.15789	153.592
-203.077	9.21053	114.741
-203.077	11.2632	84.6694
-203.077	13.3158	59.0597
-203.077	15.3684	37.0933
-203.077	17.4211	18.178
-203.077	19.4737	1.45985
-203.077	21.5263	-2.42336
-203.077	23.5789	-2.04493
-203.077	25.6316	-1.99021
-203.077	27.6842	-1.70944
-203.077	29.7368	-1.00981
-203.077	31.7895	-0.797627
-203.077	33.8421	-0.280931
-203.077	35.8947	0
-203.077	37.9474	0
-203.077	40	0

-190.769	1	445.716
-190.769	3.05263	278.232
-190.769	5.10526	201.419
-190.769	7.15789	150.15
-190.769	9.21053	112.851
-190.769	11.2632	82.1275
-190.769	13.3158	56.5973
-190.769	15.3684	34.2693
-190.769	17.4211	14.8563
-190.769	19.4737	-2.30768
-190.769	21.5263	-6.05713
-190.769	23.5789	-5.24773
-190.769	25.6316	-4.55834
-190.769	27.6842	-4.03199
-190.769	29.7368	-3.30659
-190.769	31.7895	-2.62834
-190.769	33.8421	-2.15302
-190.769	35.8947	-0.8168
-190.769	37.9474	-0.563592
-190.769	40	0

-178.462	1	426.567
-178.462	3.05263	264.855
-178.462	5.10526	188.421
-178.462	7.15789	140.959
-178.462	9.21053	104.187
-178.462	11.2632	74.6165
-178.462	13.3158	49.7311
-178.462	15.3684	28.4932
-178.462	17.4211	10.4799
-178.462	19.4737	-5.56995
-178.462	21.5263	-8.90028
-178.462	23.5789	-8.24012
-178.462	25.6316	-7.14318
-178.462	27.6842	-6.48934
-178.462	29.7368	-5.89875
-178.462	31.7895	-5.05614
-178.462	33.8421	-4.12787
-178.462	35.8947	-3.01352
-178.462	37.9474	-2.01684
-178.462	40	0

-166.154	1	409.667
-166.154	3.05263	251.686
-166.154	5.10526	178.028
-166.154	7.15789	130.289
-166.154	9.21053	94.3269
-166.154	11.2632	65.2111
-166.154	13.3158	41.5397
-166.154	15.3684	21.3989
-166.154	17.4211	4.26557
-166.154	19.4737	-11.9601
-166.154	21.5263	-15.0256
-166.154	23.5789	-13.8162
-166.154	25.6316	-12.7741
-166.154	27.6842	-11.8962
-166.154	29.7368	-10.1379
-166.154	31.7895	-8.2083
-166.154	33.8421	-5.64108
-166.154	35.8947	-4.14897
-166.154	37.9474	-2.7249
-166.154	40	0

-153.846	1	397.372
-153.846	3.05263	243.751
-153.846	5.10526	171.161
-153.846	7.15789	123.923
-153.846	9.21053	87.7364
-153.846	11.2632	58.6924
-153.846	13.3158	34.1387
-153.846	15.3684	14.1948
-153.846	17.4211	-4.06999
-153.846	19.4737	-19.8656
-153.846	21.5263	-22.1838
-153.846	23.5789	-20.7998
-153.846	25.6316	-19.2082
-153.846	27.6842	-17.8947
-153.846	29.7368	-15.3691
-153.846	31.7895	-12.5921
-153.846	33.8421	-10.4482
-153.846	35.8947	-7.77748
-153.846	37.9474	-4.00791
-153.846	40	0

-141.538	1	377.617
-141.538	3.05263	228.18
-141.538	5.10526	157.072
-141.538	7.15789	110.764
-141.538	9.21053	76.2472
-141.538	11.2632	48.53
-141.538	13.3158	25.687
-141.538	15.3684	5.58017
-141.538	17.4211	-11.9759
-141.538	19.4737	-27.3197
-141.538	21.5263	-29.6156
-141.538	23.5789	-27.6789
-141.538	25.6316	-25.529
-141.538	27.6842	-23.4185
-141.538	29.7368	-21.0839
-141.538	31.7895	-18.5399
-141.538	33.8421	-15.2189
-141.538	35.8947	-11.6325
-141.538	37.9474	-6.22017
-141.538	40	0

-129.231	1	357.7
-129.231	3.05263	212.489
-129.231	5.10526	144.975
-129.231	7.15789	99.4886
-129.231	9.21053	65.592
-129.231	11.2632	38.0122
-129.231	13.3158	16.1526
-129.231	15.3684	-3.03154
-129.231	17.4211	-19.7296
-129.231	19.4737	-34.7445
-129.231	21.5263	-36.6352
-129.231	23.5789	-34.3665
-129.231	25.6316	-32.3663
-129.231	27.6842	-29.491
-129.231	29.7368	-27.1664
-129.231	31.7895	-24.0074
-129.231	33.8421	-19.6831
-129.231	35.8947	-15.12
-129.231	37.9474	-8.82382
-129.231	40	0

-116.923	1	333.841
-116.923	3.05263	195.915
-116.923	5.10526	129.682
-116.923	7.15789	85.5798
-116.923	9.21053	54.7022
-116.923	11.2632	30.0506
-116.923	13.3158	8.84485
-116.923	15.3684	-9.48427
-116.923	17.4211	-26.1
-116.923	19.4737	-40.8919
-116.923	21.5263	-43.347
-116.923	23.5789	-40.7416
-116.923	25.6316	-38.5593
-116.923	27.6842	-35.4265
-116.923	29.7368	-32.4184
-116.923	31.7895	-27.6735
-116.923	33.8421	-22.5354
-116.923	35.8947	-17.5761
-116.923	37.9474	-9.43899
-116.923	40	0

-104.615	1	312.836
-104.615	3.05263	180.185
-104.615	5.10526	117.435
-104.615	7.15789	74.9319
-104.615	9.21053	43.0082
-104.615	11.2632	18.7946
-104.615	13.3158	-2.47992
-104.615	15.3684	-20.4472
-104.615	17.4211	-37.263
-104.615	19.4737	-50.9866
-104.615	21.5263	-52.5891
-104.615	23.5789	-48.7698
-104.615	25.6316	-44.5905
-104.615	27.6842	-39.796
-104.615	29.7368	-35.5573
-104.615	31.7895	-31.2304
-104.615	33.8421	-25.3114
-104.615	35.8947	-18.8331
-104.615	37.9474	-10.5793
-104.615	40	0

-92.3077	1	296.377
-92.3077	3.05263	167.582
-92.3077	5.10526	106.79
-92.3077	7.15789	66.0998
-92.3077	9.21053	34.8752
-92.3077	11.2632	10.295
-92.3077	13.3158	-11.0172
-92.3077	15.3684	-29.0814
-92.3077	17.4211	-45.0001
-92.3077	19.4737	-58.5297
-92.3077	21.5263	-59.553
-92.3077	23.5789	-56.1058
-92.3077	25.6316	-51.6802
-92.3077	27.6842	-46.8334
-92.3077	29.7368	-41.6536
-92.3077	31.7895	-37.432
-92.3077	33.8421	-29.5011
-92.3077	35.8947	-20.8799
-92.3077	37.9474	-12.4102
-92.3077	40	0

-80	1	274.345
-80	3.05263	152.202
-80	5.10526	93.432
-80	7.15789	53.6017
-80	9.21053	23.8651
-80	11.2632	0.32487
-80	13.3158	-19.6674
-80	15.3684	-37.1702
-80	17.4211	-51.6412
-80	19.4737	-65.5475
-80	21.5263	-66.5493
-80	23.5789	-62.4246
-80	25.6316	-58.5013
-80	27.6842	-54.0354
-80	29.7368	-48.4476
-80	31.7895	-42.0461
-80	33.8421	-34.3497
-80	35.8947	-25.2984
-80	37.9474	-13.5888
-80	40	0

-67.6923	1	255.686
-67.6923	3.05263	138.391
-67.6923	5.10526	82.3989
-67.6923	7.15789	44.1427
-67.6923	9.21053	15.3544
-67.6923	11.2632	-7.25667
-67.6923	13.3158	-26.0972
-67.6923	15.3684	-43.6446
-67.6923	17.4211	-58.6735
-67.6923	19.4737	-72.6694
-67.6923	21.5263	-72.9588
-67.6923	23.5789	-68.4735
-67.6923	25.6316	-63.9188
-67.6923	27.6842	-58.6334
-67.6923	29.7368	-53.1475
-67.6923	31.7895	-45.7795
-67.6923	33.8421	-38.0052
-67.6923	35.8947	-29.0932
-67.6923	37.9474	-16.0908
-67.6923	40	0

-55.3846	1	239.995
-55.3846	3.05263	127.012
-55.3846	5.10526	72.0294
-55.3846	7.15789	36.8567
-55.3846	9.21053	9.39605
-55.3846	11.2632	-13.8764
-55.3846	13.3158	-33.0177
-55.3846	15.3684	-49.4103
-55.3846	17.4211	-63.8754
-55.3846	19.4737	-77.9586
-55.3846	21.5263	-78.0644
-55.3846	23.5789	-73.2845
-55.3846	25.6316	-68.1279
-55.3846	27.6842	-62.5296
-55.3846	29.7368	-57.2336
-55.3846	31.7895	-49.7865
-55.3846	33.8421	-40.352
-55.3846	35.8947	-29.6718
-55.3846	37.9474	-16.7307
-55.3846	40	0

-43.0769	1	220.75
-43.0769	3.05263	115.5
-43.0769	5.10526	61.7118
-43.0769	7.15789	25.254
-43.0769	9.21053	-1.10428
-43.0769	11.2632	-22.5025
-43.0769	13.3158	-40.7089
-43.0769	15.3684	-56.4158
-43.0769	17.4211	-70.0512
-43.0769	19.4737	-82.6354
-43.0769	21.5263	-82.4188
-43.0769	23.5789	-76.8083
-43.0769	25.6316	-71.1465
-43.0769	27.6842	-64.8989
-43.0769	29.7368	-58.0938
-43.0769	31.7895	-51.046
-43.0769	33.8421	-42.1203
