# d (nm)	h (nm)	F (kT)
# Total number of tethers: 156
-240	1	467.334
-240	3.05263	293.238
-240	5.10526	213.012
-240	7.15789	160.293
-240	9.21053	120.96
-240	11.2632	89.5745
-240	13.3158	63.458
-240	15.3684	41.0931
-240	17.4211	21.5362
-240	19.4737	4.16025
-240	21.5263	0
-240	23.5789	0
-240	25.6316	0
-240	27.6842	0
-240	29.7368	0
-240	31.7895	0
-240	33.8421	0
-240	35.8947	0
-240	37.9474	0
-240	40	0

-227.692	1	467.334
-227.692	3.05263	293.238
-227.692	5.10526	213.012
-227.692	7.15789	160.293
-227.692	9.21053	120.96
-227.692	11.2632	89.5745
-227.692	13.3158	63.458
-227.692	15.3684	41.0931
-227.692	17.4211	21.5362
-227.692	19.4737	4.16025
-227.692	21.5263	0
-227.692	23.5789	0
-227.692	25.6316	0
-227.692	27.6842	0
-227.692	29.7368	0
-227.692	31.7895	0
-227.692	33.8421	0
-227.692	35.8947	0
-227.692	37.9474	0
-227.692	40	0

-215.385	1	464.675
-215.385	3.05263	291.75
-215.385	5.10526	211.896
-215.385	7.15789	159.311
-215.385	9.21053	120.093
-215.385	11.2632	89.0833
-215.385	13.3158	62.9618
-215.385	15.3684	40.5441
-215.385	17.4211	21.0952
-215.385	19.4737	3.80124
-215.385	21.5263	-0.228249
-215.385	23.5789	0
-215.385	25.6316	0
-215.385	27.6842	0
-215.385	29.7368	0
-215.385	31.7895	0
-215.385	33.8421	0
-215.385	35.8947	0
-215.385	37.9474	0
-215.385	40	0

-203.077	1	463.043
-203.077	3.05263	290.797
-203.077	5.10526	211.2
-203.077	7.15789	158.795
-203.077	9.21053	119.598
-203.077	11.2632	88.3365
-203.077	13.3158	62.3369
-203.077	15.3684	40.1849
-203.077	17.4211	20.8107
-203.077	19.4737	3.45486
-203.077	21.5263	-0.713724
-203.077	23.5789	-0.605231
-203.077	25.6316	-0.48797
-203.077	27.6842	-0.470781
-203.077	29.7368	-0.358994
-203.077	31.7895	-0.345767
-203.077	33.8421	-0.119704
-203.077	35.8947	0
-203.077	37.9474	0
-203.077	40	0

-190.769	1	458.575
-190.769	3.05263	287.74
-190.769	5.10526	208.457
-190.769	7.15789	156.748
-190.769	9.21053	118.186
-190.769	11.2632	87.5307
-190.769	13.3158	61.576
-190.769	15.3684	39.3911
-190.769	17.4211	19.8051
-190.769	19.4737	2.51635
-190.769	21.5263	-1.50953
-190.769	23.5789	-1.45775
-190.769	25.6316	-1.23854
-190.769	27.6842	-0.931468
-190.769	29.7368	-0.711997
-190.769	31.7895	-0.683013
-190.769	33.8421	-0.568901
-190.769	35.8947	-0.353643
-190.769	37.9474	-0.338656
-190.769	40	0

-178.462	1	454.492
-178.462	3.05263	284.986
-178.462	5.10526	206.453
-178.462	7.15789	154.929
-178.462	9.21053	116.092
-178.462	11.2632	85.2052
-178.462	13.3158	59.6692
-178.462	15.3684	37.6884
-178.462	17.4211	18.4754
-178.462	19.4737	1.41128
-178.462	21.5263	-2.52801
-178.462	23.5789	-2.25839
-178.462	25.6316	-1.94991
-178.462	27.6842	-1.64335
-178.462	29.7368	-1.49964
-178.462	31.7895	-1.30026
-178.462	33.8421	-1.16104
-178.462	35.8947	-0.745453
-178.462	37.9474	-0.454052
-178.462	40	0

-166.154	1	444.745
-166.154	3.05263	278.666
-166.154	5.10526	201.65
-166.154	7.15789	150.731
-166.154	9.21053	112.616
-166.154	11.2632	82.7255
-166.154	13.3158	57.7566
-166.154	15.3684	35.8054
-166.154	17.4211	16.6295
-166.154	19.4737	-0.321247
-166.154	21.5263	-3.89203
-166.154	23.5789	-3.69192
-166.154	25.6316	-3.341
-166.154	27.6842	-2.84632
-166.154	29.7368	-2.40457
-166.154	31.7895	-1.98959
-166.154	33.8421	-1.44211
-166.154	35.8947	-0.993806
-166.154	37.9474	-0.466249
-166.154	40	0

-153.846	1	431.759
-153.846	3.05263	270.937
-153.846	5.10526	194.919
-153.846	7.15789	145.602
-153.846	9.21053	108.183
-153.846	11.2632	78.2565
-153.846	13.3158	53.2309
-153.846	15.3684	31.6583
-153.846	17.4211	12.7234
-153.846	19.4737	-3.83672
-153.846	21.5263	-7.13481
-153.846	23.5789	-6.35389
-153.846	25.6316	-5.57228
-153.846	27.6842	-4.78931
-153.846	29.7368	-3.65482
-153.846	31.7895	-2.86785
-153.846	33.8421	-2.21806
-153.846	35.8947	-1.42553
-153.846	37.9474	-0.808607
-153.846	40	0

-141.538	1	420.578
-141.538	3.05263	262.439
-141.538	5.10526	187.796
-141.538	7.15789	138.97
-141.538	9.21053	102.825
-141.538	11.2632	73.5643
-141.538	13.3158	49.3465
-141.538	15.3684	28.3173
-141.538	17.4211	9.23872
-141.538	19.4737	-7.33849
-141.538	21.5263	-11.0938
-141.538	23.5789	-10.1642
-141.538	25.6316	-9.34191
-141.538	27.6842	-7.89372
-141.538	29.7368	-6.50131
-141.538	31.7895	-5.40461
-141.538	33.8421	-4.09973
-141.538	35.8947	-2.75341
-141.538	37.9474	-1.38423
-141.538	40	0

-129.231	1	404.909
-129.231	3.05263	251.637
-129.231	5.10526	179.776
-129.231	7.15789	132.014
-129.231	9.21053	96.4003
-129.231	11.2632	67.0039
-129.231	13.3158	43.0283
-129.231	15.3684	22.6094
-129.231	17.4211	4.77994
-129.231	19.4737	-11.3872
-129.231	21.5263	-14.531
-129.231	23.5789	-13.4244
-129.231	25.6316	-11.9977
-129.231	27.6842	-10.7163
-129.231	29.7368	-9.6061
-129.231	31.7895	-8.52597
-129.231	33.8421	-7.18617
-129.231	35.8947	-5.07248
-129.231	37.9474	-2.73259
-129.231	40	0

-116.923	1	389.394
-116.923	3.05263	240.138
-116.923	5.10526	172.133
-116.923	7.15789	124.912
-116.923	9.21053	90.0512
-116.923	11.2632	61.8822
-116.923	13.3158	38.2253
-116.923	15.3684	17.977
-116.923	17.4211	0.52679
-116.923	19.4737	-15.579
-116.923	21.5263	-18.4488
-116.923	23.5789	-17.1198
-116.923	25.6316	-15.7882
-116.923	27.6842	-14.2458
-116.923	29.7368	-12.6118
-116.923	31.7895	-11.0173
-116.923	33.8421	-8.72697
-116.923	35.8947	-6.82867
-116.923	37.9474	-3.85672
-116.923	40	0

-104.615	1	371.655
-104.615	3.05263	229.616
-104.615	5.10526	161.902
-104.615	7.15789	116.324
-104.615	9.21053	82.128
-104.615	11.2632	55.5637
-104.615	13.3158	32.6888
-104.615	15.3684	12.2964
-104.615	17.4211	-5.27747
-104.615	19.4737	-21.0539
-104.615	21.5263	-23.3887
-104.615	23.5789	-21.8431
-104.615	25.6316	-19.737
-104.615	27.6842	-17.2855
-104.615	29.7368	-15.5505
-104.615	31.7895	-13.27
-104.615	33.8421	-10.5425
-104.615	35.8947	-7.53947
-104.615	37.9474	-4.35395
-104.615	40	0

-92.3077	1	354.822
-92.3077	3.05263	215.958
-92.3077	5.10526	150.531
-92.3077	7.15789	105.581
-92.3077	9.21053	73.2749
-92.3077	11.2632	47.3071
-92.3077	13.3158	25.4424
-92.3077	15.3684	6.27567
-92.3077	17.4211	-10.5464
-92.3077	19.4737	-26.028
-92.3077	21.5263	-28.5971
-92.3077	23.5789	-26.4102
-92.3077	25.6316	-24.3534
-92.3077	27.6842	-22.2007
-92.3077	29.7368	-19.5402
-92.3077	31.7895	-16.1789
-92.3077	33.8421	-12.5401
-92.3077	35.8947	-8.06002
-92.3077	37.9474	-5.32333
-92.3077	40	0

-80	1	338.454
-80	3.05263	205.085
-80	5.10526	142.125
-80	7.15789	98.6864
-80	9.21053	67.6741
-80	11.2632	42.2495
-80	13.3158	19.7116
-80	15.3684	0.448457
-80	17.4211	-16.5608
-80	19.4737	-31.4137
-80	21.5263	-32.8341
-80	23.5789	-30.6342
-80	25.6316	-27.9117
-80	27.6842	-25.3895
-80	29.7368	-22.0337
-80	31.7895	-19.0905
-80	33.8421	-15.3105
-80	35.8947	-11.3853
-80	37.9474	-5.88195
-80	40	0

-67.6923	1	320.722
-67.6923	3.05263	192.132
-67.6923	5.10526	130.016
-67.6923	7.15789	88.5869
-67.6923	9.21053	58.7513
-67.6923	11.2632	34.0311
-67.6923	13.3158	12.6335
-67.6923	15.3684	-5.67532
-67.6923	17.4211	-22.053
-67.6923	19.4737	-36.4331
-67.6923	21.5263	-38.0099
-67.6923	23.5789	-35.3514
-67.6923	25.6316	-32.4953
-67.6923	27.6842	-28.6521
-67.6923	29.7368	-25.339
-67.6923	31.7895	-21.5545
-67.6923	33.8421	-17.3334
-67.6923	35.8947	-12.0755
-67.6923	37.9474	-7.06629
-67.6923	40	0

-55.3846	1	306.138
-55.3846	3.05263	182.445
-55.3846	5.10526	123.887
-55.3846	7.15789	84.3406
-55.3846	9.21053	52.9601
-55.3846	11.2632	28.3853
-55.3846	13.3158	7.38128
-55.3846	15.3684	-10.5043
-55.3846	17.4211	-26.7764
-55.3846	19.4737	-41.5052
-55.3846	21.5263	-43.1707
-55.3846	23.5789	-40.0054
-55.3846	25.6316	-36.4393
-55.3846	27.6842	-33.2136
-55.3846	29.7368	-29.5482
-55.3846	31.7895	-24.9024
-55.3846	33.8421	-19.6537
-55.3846	35.8947	-13.6352
-55.3846	37.9474	-7.77027
-55.3846	40	0

-43.0769	1	290.685
-43.0769	3.05263	172.226
-43.0769	5.10526	115.14
-43.0769	7.15789	76.4025
-43.0769	9.21053	45.8723
-43.0769	11.2632	21.9085
-43.0769	13.3158	1.64859
-43.0769	15.3684	-16.3638
-43.0769	17.4211	-31.5903
-43.0769	19.4737	-45.9037
-43.0769	21.5263	-46.681
-43.0769	23.5789	-43.8687
-43.0769	25.6316	-40.2433
-43.0769	27.6842	-36.567
-43.0769	29.7368	-32.431
-43.0769	31.7895	-27.8382
-43.0769	33.8421	-22.384
-43.0769	35.8947	-16.8673
