# d (nm)	h (nm)	F (kT)
# Total number of tethers: 156
-240	1	467.334
-240	3.05263	293.238
-240	5.10526	213.012
-240	7.15789	160.293
-240	9.21053	120.96
-240	11.2632	89.5745
-240	13.3158	63.458
-240	15.3684	41.0931
-240	17.4211	21.5362
-240	19.4737	4.16025
-240	21.5263	0
-240	23.5789	0
-240	25.6316	0
-240	27.6842	0
-240	29.7368	0
-240	31.7895	0
-240	33.8421	0
-240	35.8947	0
-240	37.9474	0
-240	40	0

-227.692	1	467.334
-227.692	3.05263	293.238
-227.692	5.10526	213.012
-227.692	7.15789	160.293
-227.692	9.21053	120.96
-227.692	11.2632	89.5745
-227.692	13.3158	63.458
-227.692	15.3684	41.0931
-227.692	17.4211	21.5362
-227.692	19.4737	4.16025
-227.692	21.5263	0
-227.692	23.5789	0
-227.692	25.6316	0
-227.692	27.6842	0
-227.692	29.7368	0
-227.692	31.7895	0
-227.692	33.8421	0
-227.692	35.8947	0
-227.692	37.9474	0
-227.692	40	0

-215.385	1	466.965
-215.385	3.05263	293.099
-215.385	5.10526	212.921
-215.385	7.15789	160.216
-215.385	9.21053	120.896
-215.385	11.2632	89.5434
-215.385	13.3158	63.4265
-215.385	15.3684	41.0574
-215.385	17.4211	21.509
-215.385	19.4737	4.13894
-215.385	21.5263	-0.0132251
-215.385	23.5789	0
-215.385	25.6316	0
-215.385	27.6842	0
-215.385	29.7368	0
-215.385	31.7895	0
-215.385	33.8421	0
-215.385	35.8947	0
-215.385	37.9474	0
-215.385	40	0

-203.077	1	466.697
-203.077	3.05263	292.997
-203.077	5.10526	212.859
-203.077	7.15789	160.177
-203.077	9.21053	120.858
-203.077	11.2632	89.4846
-203.077	13.3158	63.3795
-203.077	15.3684	41.0329
-203.077	17.4211	21.489
-203.077	19.4737	4.11472
-203.077	21.5263	-0.0462574
-203.077	23.5789	-0.03815
-203.077	25.6316	-0.0301433
-203.077	27.6842	-0.0288573
-203.077	29.7368	-0.0213061
-203.077	31.7895	-0.0203839
-203.077	33.8421	-0.00661616
-203.077	35.8947	0
-203.077	37.9474	0
-203.077	40	0

-190.769	1	465.635
-190.769	3.05263	292.522
-190.769	5.10526	212.488
-190.769	7.15789	159.941
-190.769	9.21053	120.719
-190.769	11.2632	89.4119
-190.769	13.3158	63.3135
-190.769	15.3684	40.9663
-190.769	17.4211	21.4067
-190.769	19.4737	4.0401
-190.769	21.5263	-0.10711
-190.769	23.5789	-0.102087
-190.769	25.6316	-0.0847791
-190.769	27.6842	-0.0616514
-190.769	29.7368	-0.0460856
-190.769	31.7895	-0.0437366
-190.769	33.8421	-0.0353223
-190.769	35.8947	-0.0209281
-190.769	37.9474	-0.0198895
-190.769	40	0

-178.462	1	464.602
-178.462	3.05263	292.042
-178.462	5.10526	212.214
-178.462	7.15789	159.726
-178.462	9.21053	120.478
-178.462	11.2632	89.165
-178.462	13.3158	63.1263
-178.462	15.3684	40.8059
-178.462	17.4211	21.2806
-178.462	19.4737	3.9408
-178.462	21.5263	-0.197981
-178.462	23.5789	-0.17018
-178.462	25.6316	-0.143074
-178.462	27.6842	-0.117168
-178.462	29.7368	-0.10505
-178.462	31.7895	-0.0875062
-178.462	33.8421	-0.0769269
-178.462	35.8947	-0.0478966
-178.462	37.9474	-0.0269234
-178.462	40	0

-166.154	1	462.535
-166.154	3.05263	291.098
-166.154	5.10526	211.673
-166.154	7.15789	159.283
-166.154	9.21053	120.129
-166.154	11.2632	88.9426
-166.154	13.3158	62.9477
-166.154	15.3684	40.6325
-166.154	17.4211	21.1253
-166.154	19.4737	3.79371
-166.154	21.5263	-0.312293
-166.154	23.5789	-0.291445
-166.154	25.6316	-0.259306
-166.154	27.6842	-0.216266
-166.154	29.7368	-0.18112
-166.154	31.7895	-0.141996
-166.154	33.8421	-0.0980304
-166.154	35.8947	-0.0618392
-166.154	37.9474	-0.0270444
-166.154	40	0

-153.846	1	459.305
-153.846	3.05263	289.949
-153.846	5.10526	210.737
-153.846	7.15789	158.688
-153.846	9.21053	119.685
-153.846	11.2632	88.484
-153.846	13.3158	62.5012
-153.846	15.3684	40.2429
-153.846	17.4211	20.7599
-153.846	19.4737	3.484
-153.846	21.5263	-0.590831
-153.846	23.5789	-0.510599
-153.846	25.6316	-0.433069
-153.846	27.6842	-0.353027
-153.846	29.7368	-0.256611
-153.846	31.7895	-0.194487
-153.846	33.8421	-0.147047
-153.846	35.8947	-0.0895523
-153.846	37.9474	-0.0471926
-153.846	40	0

-141.538	1	456.23
-141.538	3.05263	288.175
-141.538	5.10526	209.465
-141.538	7.15789	157.644
-141.538	9.21053	118.919
-141.538	11.2632	87.9336
-141.538	13.3158	62.1198
-141.538	15.3684	39.9407
-141.538	17.4211	20.4557
-141.538	19.4737	3.18107
-141.538	21.5263	-0.926703
-141.538	23.5789	-0.824898
-141.538	25.6316	-0.739056
-141.538	27.6842	-0.595466
-141.538	29.7368	-0.474695
-141.538	31.7895	-0.377744
-141.538	33.8421	-0.272237
-141.538	35.8947	-0.17137
-141.538	37.9474	-0.0808995
-141.538	40	0

-129.231	1	451.737
-129.231	3.05263	286.147
-129.231	5.10526	208.331
-129.231	7.15789	156.784
-129.231	9.21053	118.166
-129.231	11.2632	87.1379
-129.231	13.3158	61.3863
-129.231	15.3684	39.3167
-129.231	17.4211	19.9978
-129.231	19.4737	2.77996
-129.231	21.5263	-1.24489
-129.231	23.5789	-1.11254
-129.231	25.6316	-0.96114
-129.231	27.6842	-0.828232
-129.231	29.7368	-0.720137
-129.231	31.7895	-0.611864
-129.231	33.8421	-0.495687
-129.231	35.8947	-0.328362
-129.231	37.9474	-0.16725
-129.231	40	0

-116.923	1	447.408
-116.923	3.05263	283.784
-116.923	5.10526	207.124
-116.923	7.15789	155.751
-116.923	9.21053	117.343
-116.923	11.2632	86.5628
-116.923	13.3158	60.8507
-116.923	15.3684	38.8057
-116.923	17.4211	19.5668
-116.923	19.4737	2.36901
-116.923	21.5263	-1.63391
-116.923	23.5789	-1.46547
-116.923	25.6316	-1.30522
-116.923	27.6842	-1.13882
-116.923	29.7368	-0.962625
-116.923	31.7895	-0.816699
-116.923	33.8421	-0.610701
-116.923	35.8947	-0.450586
-116.923	37.9474	-0.234067
-116.923	40	0

-104.615	1	442.198
-104.615	3.05263	281.927
-104.615	5.10526	205.46
-104.615	7.15789	154.581
-104.615	9.21053	116.406
-104.615	11.2632	85.8612
-104.615	13.3158	60.2641
-104.615	15.3684	38.1948
-104.615	17.4211	18.9375
-104.615	19.4737	1.78624
-104.615	21.5263	-2.12341
-104.615	23.5789	-1.91936
-104.615	25.6316	-1.66428
-104.615	27.6842	-1.39952
-104.615	29.7368	-1.21751
-104.615	31.7895	-0.988831
-104.615	33.8421	-0.738479
-104.615	35.8947	-0.497419
-104.615	37.9474	-0.266507
-104.615	40	0

-92.3077	1	437.319
-92.3077	3.05263	278.772
-92.3077	5.10526	203.286
-92.3077	7.15789	152.613
-92.3077	9.21053	114.965
-92.3077	11.2632	84.6738
-92.3077	13.3158	59.3356
-92.3077	15.3684	37.4952
-92.3077	17.4211	18.379
-92.3077	19.4737	1.29232
-92.3077	21.5263	-2.63229
-92.3077	23.5789	-2.34125
-92.3077	25.6316	-2.08504
-92.3077	27.6842	-1.83817
-92.3077	29.7368	-1.54279
-92.3077	31.7895	-1.19911
-92.3077	33.8421	-0.888417
-92.3077	35.8947	-0.517474
-92.3077	37.9474	-0.321952
-92.3077	40	0

-80	1	432.287
-80	3.05263	276.554
-80	5.10526	201.88
-80	7.15789	151.757
-80	9.21053	114.305
-80	11.2632	84.1623
-80	13.3158	58.6948
-80	15.3684	36.8795
-80	17.4211	17.7398
-80	19.4737	0.748304
-80	21.5263	-3.03727
-80	23.5789	-2.737
-80	25.6316	-2.39056
-80	27.6842	-2.09277
-80	29.7368	-1.73466
-80	31.7895	-1.43887
-80	33.8421	-1.08831
-80	35.8947	-0.751794
-80	37.9474	-0.35559
-80	40	0

-67.6923	1	427.265
-67.6923	3.05263	273.794
-67.6923	5.10526	199.689
-67.6923	7.15789	150.118
-67.6923	9.21053	113.022
-67.6923	11.2632	83.065
-67.6923	13.3158	57.8457
-67.6923	15.3684	36.2152
-67.6923	17.4211	17.1654
-67.6923	19.4737	0.230665
-67.6923	21.5263	-3.55904
-67.6923	23.5789	-3.19666
-67.6923	25.6316	-2.83621
-67.6923	27.6842	-2.38903
-67.6923	29.7368	-2.00877
-67.6923	31.7895	-1.62843
-67.6923	33.8421	-1.2439
-67.6923	35.8947	-0.799992
-67.6923	37.9474	-0.429044
-67.6923	40	0

-55.3846	1	423.275
-55.3846	3.05263	272.073
-55.3846	5.10526	198.936
-55.3846	7.15789	149.736
-55.3846	9.21053	112.3
-55.3846	11.2632	82.3667
-55.3846	13.3158	57.2575
-55.3846	15.3684	35.7054
-55.3846	17.4211	16.6701
-55.3846	19.4737	-0.297068
-55.3846	21.5263	-4.08813
-55.3846	23.5789	-3.65808
-55.3846	25.6316	-3.19779
-55.3846	27.6842	-2.80147
-55.3846	29.7368	-2.3851
-55.3846	31.7895	-1.90505
-55.3846	33.8421	-1.40639
-55.3846	35.8947	-0.9118
-55.3846	37.9474	-0.479812
-55.3846	40	0

-43.0769	1	418.689
-43.0769	3.05263	269.913
-43.0769	5.10526	197.534
-43.0769	7.15789	148.576
-43.0769	9.21053	111.357
-43.0769	11.2632	81.5486
-43.0769	13.3158	56.5601
-43.0769	15.3684	34.9583
-43.0769	17.4211	16.1272
-43.0769	19.4737	-0.761809
-43.0769	21.5263	-4.43424
-43.0769	23.5789	-4.02544
-43.0769	25.6316	-3.56585
-43.0769	27.6842	-3.10985
-43.0769	29.7368	-2.62524
-43.0769	31.7895	-2.13866
-43.0769	33.8421	-1.62183
-43.0769	35.8947	-1.14368
