         103         102
          14
           1  6.317519700301031E-021  2.921758548210881E-023
           2  9.580277469751577E-014  4.446562415672345E-016
           6  5.911088784651909E-008  2.769042554302283E-010
          18  6.608704873802277E-010  3.074837285281636E-012
          25  1.949944759280542E-012  9.063222491588711E-015
          29  2.881134054702428E-009  1.342092334221822E-011
          33  1.702831254379526E-009  7.944372761138605E-012
          37  1.887732528926811E-007  8.822470214323407E-010
          45  2.547065301208326E-008  1.186559383969569E-010
          59  7.661064933936930E-010  3.565916727755154E-012
          60  2.284202126118465E-009  1.065827656685070E-011
          63  8.964846210637954E-010  4.194859305329529E-012
          85  3.940773784412472E-009  1.833865434302610E-011
          90  2.061878080808671E-010  9.635344492598904E-013
          11
           9  1.395627628645750E-021  6.439325377300862E-024
          12  6.795299367748936E-012  3.183807032642633E-014
          13  6.376853601821414E-008  3.030774486995047E-010
          36  6.820854236871376E-026  3.139710508267890E-028
          49  2.114607017115362E-019  9.745696781344374E-022
          56  6.491826752040566E-006  3.103438474286179E-008
          67  4.468389997700102E-021  2.063522831357131E-023
          70  2.727494880198245E-014  1.263850327566342E-016
          89  4.522725568547308E-013  2.097985731907629E-015
          92  4.296452179447480E-007  2.048189703882754E-009
          96  1.125261698378789E-012  5.225834491074477E-015
          15
           5  2.562122686621516E-009  1.290302001465098E-011
           9  3.674146829800473E-016  1.749802787905215E-018
          12  6.120643642868080E-016  2.917850600053360E-018
          13  1.095152007331585E-015  5.231016317033289E-018
          21  2.563923520079695E-008  1.304477139284524E-010
          30  3.936857369793502E-005  2.057684016936749E-007
          36  4.398711056858624E-006  2.254898622298379E-008
          38  4.617241038743928E-007  2.390808516106960E-009
          41  2.097275627676177E-004  1.090057782098914E-006
          52  1.376944343916972E-010  6.917752724539760E-013
          54  2.925304667089959E-027  1.353917757833165E-029
          56  6.420643399118088E-012  3.150378113539187E-014
          67  6.712341849105455E-004  3.522332200244795E-006
          83  2.266316230405684E-005  1.176670077706478E-007
          92  8.173011302696370E-011  4.044509402178572E-013
          22
           5  7.668979053366056E-018  3.553440844883587E-020
           7  1.485119139137081E-005  7.131804471876911E-008
           9  1.555883398337874E-025  7.187652351565693E-028
          20  7.868968693743398E-005  3.777930070762126E-007
          23  5.268137985047365E-010  2.483432012502782E-012
          24  4.262470662877528E-008  2.032912044705519E-010
          26  6.989036753844092E-027  3.227111635027399E-029
          32  3.965108249012615E-007  1.890005786105906E-009
          54  2.546591019687773E-008  1.216513265313029E-010
          65  1.161498295985699E-007  5.554660796262341E-010
          69  1.495432995056709E-010  7.028535645688786E-013
          72  1.465005005978610E-012  6.818857399596947E-015
          73  2.047927234725164E-006  9.771606071975337E-009
          75  1.803625865630702E-006  8.682493559663429E-009
          77  5.905646293997544E-008  2.814025469304394E-010
          86  4.050513035225473E-007  1.925402824721402E-009
          88  9.554685971651999E-013  4.456692987280154E-015
          93  3.565100193648778E-021  1.646801220468873E-023
          94  3.043893463384345E-018  1.408941261924516E-020
          95  1.578015553181707E-016  7.324890407350094E-019
          97  7.311404616732358E-025  3.370417694761073E-027
          98  2.580880235244499E-015  1.202037107492820E-017
          10
          14  3.624319126289321E-018  1.671475633340190E-020
          18  7.787239928534781E-010  3.600866577745322E-012
          27  5.900188063661888E-020  2.715218496751717E-022
          33  3.378370630136387E-010  1.565229265834886E-012
          44  3.381461947253497E-018  1.561837917585655E-020
          59  3.556309450135694E-008  1.647718724825144E-010
          60  3.312150030362676E-017  1.531362580040193E-019
          68  6.300050914737090E-013  2.911362476836279E-015
          85  3.317178972561873E-016  1.528638266137916E-018
          90  1.442841070789360E-008  6.716522161779366E-011
           8
          11  1.422734378774952E-005  6.984147381616413E-008
          17  1.930755546393523E-006  9.420991223566990E-009
          38  6.101635296697195E-020  2.825270024841173E-022
          44  6.797399457561352E-009  3.269230452813403E-011
          52  4.100763137935728E-015  1.931471949451855E-017
          68  5.673899390340900E-010  2.712302956279024E-012
          81  4.042769568509443E-007  1.967732465480478E-009
          97  8.778731944519986E-024  4.038128744657503E-026
          15
          11  4.377983902462969E-006  2.217368346913634E-008
          17  5.691349024070627E-005  2.890621800005357E-007
          21  2.144562180075516E-006  1.092507569576596E-008
          30  3.050849006704584E-014  1.470278826882648E-016
          38  8.986753446744766E-007  4.605678471455536E-009
          41  8.891678185586413E-019  4.156848176329186E-021
          44  1.653882062898480E-013  7.936479051795308E-016
          52  8.749418008123910E-008  4.453413289591619E-010
          63  4.930149496977673E-010  2.431410170554101E-012
          68  4.023310841216306E-012  1.947635796222779E-014
          81  1.216197909729707E-023  5.633077320243274E-026
          83  2.915131336169482E-011  1.436510762603417E-013
          90  7.967623952330229E-017  3.762047069460855E-019
          97  4.791766579527169E-015  2.287830285689210E-017
          98  5.086228402190434E-023  2.353131017444072E-025
          10
           8  3.478856262985133E-009  1.617629625646936E-011
          32  2.947004406883895E-019  1.354935790877068E-021
          48  6.109170236628243E-029  2.811427523832941E-031
          57  3.984735754628236E-008  1.849525373375874E-010
          69  3.617815350884788E-011  1.674166214739353E-013
          76  2.424419700894677E-012  1.116221828519011E-014
          77  1.316600731302753E-012  6.101339138473949E-015
          87  2.059527823879250E-007  9.584450721790705E-010
          94  2.314765254607552E-008  1.076561431571940E-010
          95  1.387071012730740E-008  6.457500971691677E-011
          19
           5  8.300470385454325E-008  4.261981532636309E-010
           7  1.676922673261727E-008  8.516985783574106E-011
           9  2.014599690247948E-015  9.673870257982447E-018
          20  1.250505543344870E-020  5.818752261210623E-023
          21  1.281598118022607E-013  6.259524431500702E-016
          30  1.353681906349486E-003  7.187837118814019E-006
          32  3.312370842988233E-011  1.640978999704582E-013
          38  5.581544528458253E-004  2.967047803229969E-006
          41  1.710222567474380E-013  8.365651262475025E-016
          52  1.200276945270894E-003  6.390473875608383E-006
          54  7.640910800425533E-009  3.888293926216540E-011
          65  2.817631553061206E-007  1.447772619186676E-009
          67  2.348463098195455E-005  1.234030787993600E-007
          69  4.936748933372630E-016  2.352882224387793E-018
          75  1.049728606464491E-006  5.426199983750150E-009
          77  1.248913626937693E-019  5.846440749634411E-022
          83  2.155822628797493E-013  1.057769939138043E-015
          97  1.224998744715710E-004  6.425975995019901E-007
          98  1.382692739558053E-004  7.260625046804579E-007
           5
          15  8.794246242222111E-022  4.047143821634321E-024
          22  1.340913059038019E-023  6.193514202163485E-026
          34  2.261836636693036E-020  1.039758067085732E-022
          84  3.178083469700088E-018  1.468663479116711E-020
          91  9.790743474185168E-029  4.511432408268533E-031
           1
         101  1.063972035315415E-022  4.919376429437147E-025
           9
           1  6.816140393631093E-030  3.141533699537049E-032
           2  1.341653514638183E-012  6.198343022303512E-015
           6  2.096237380142127E-023  9.687887923275441E-026
          10  2.601588758425063E-014  1.200747049936338E-016
          25  3.278376408237478E-018  1.515171143970447E-020
          29  1.069058111671863E-017  4.925705937325700E-020
          37  2.659169620631142E-017  1.226705130536467E-019
          45  1.079578893792530E-014  4.970810224336960E-017
          50  1.184573420977178E-019  5.468994278832625E-022
          10
          19  2.155557418156410E-020  9.947218422578415E-023
          28  2.865509397021343E-015  1.321108709727832E-017
          64  8.527969215109285E-013  3.933852097076712E-015
          74  3.446697928173549E-015  1.591187333142030E-017
          79  1.378915456008529E-023  6.364359724299014E-026
          80  6.409409900540262E-011  2.957095702853705E-013
          81  3.757078131614708E-016  1.738386383148808E-018
          82  5.468806802541743E-019  2.520702639666245E-021
         100  1.416662571070783E-016  6.547911634822384E-019
         101  4.702475913627396E-017  2.171117877090028E-019
           2
          64  3.082957423005035E-027  1.422377741667154E-029
          79  1.572292918465053E-024  7.261315310417588E-027
           8
          12  1.910956187538533E-024  8.809173609080161E-027
          13  4.005279851779252E-011  1.862338695342054E-013
          49  5.829553121734640E-027  2.683335033372041E-029
          56  1.097277593792828E-009  5.115787446503059E-012
          70  1.004765414646526E-009  4.656827475573507E-012
          89  1.587497137345365E-011  7.324414579686444E-014
          92  5.832265510585000E-011  2.710630443227726E-013
          96  1.376750562100237E-010  6.363694110747451E-013
           2
          91  9.067442569540066E-026  4.179805163797517E-028
          96  3.118978197559445E-024  1.435216970312969E-026
           1
          46  9.140560260772879E-018  4.224461095869286E-020
          10
           8  5.304879456550988E-008  2.476784562933808E-010
          57  4.792070275257740E-013  2.218291646803328E-015
          69  7.096541242507809E-021  3.270835373616146E-023
          76  3.103640678535926E-020  1.429338915430947E-022
          80  2.238475658932676E-014  1.033685901484168E-016
          81  1.660230925684817E-018  7.688606962028184E-021
          87  6.509749577491982E-009  3.031374856802552E-011
          94  9.739440559405376E-021  4.507032734694556E-023
          95  1.459333591120538E-024  6.761275538605130E-027
         101  4.124577365186055E-010  1.915951472667652E-012
           6
          13  1.338615672530554E-013  6.215941399112678E-016
          56  5.372312804014333E-013  2.496208243991536E-015
          70  2.333392080177958E-009  1.083170225358337E-011
          89  1.476009689008845E-012  6.819261132130316E-015
          92  5.432911585536246E-014  2.518991283399676E-016
          96  1.320692026332497E-010  6.114427320175687E-013
           9
          15  1.217234374853154E-013  5.611497385724448E-016
          23  6.780522704512306E-010  3.142178740899051E-012
          24  7.519152486921253E-013  3.496161395290028E-015
          72  1.747298700305911E-011  8.053796943552139E-014
          73  9.040597530829719E-012  4.185141432425213E-014
          84  2.062374120687825E-013  9.548671857783485E-016
          86  1.473394038887123E-016  6.788248145861005E-019
          88  7.240192219010934E-018  3.345010230607565E-020
          93  8.650397532798098E-012  3.999265278448795E-014
           6
          16  1.724068009696465E-017  7.993627428553076E-020
          23  8.133405385335626E-023  3.766633171720154E-025
          26  2.708259612670607E-013  1.252170180265356E-015
          72  3.003677723325350E-015  1.384552936615604E-017
          88  2.286285900875647E-011  1.057279788373360E-013
          93  8.755977561524313E-023  4.048917663537008E-025
           5
          61  9.431366628460004E-019  4.362813925973313E-021
          64  3.208413577548003E-012  1.485742322672712E-014
          79  4.371718919698782E-014  2.026318938503550E-016
          80  8.484657617041431E-012  3.927139969174956E-014
         101  3.168244400984216E-012  1.469318462460764E-014
           3
           3  1.505992062754496E-011  6.964623388255129E-014
          42  1.680745639257675E-009  7.763485582328942E-012
          51  9.379739714517954E-010  4.342861498051649E-012
          12
           6  7.164479507905423E-013  3.452444715748717E-015
