         151         119
          26
           2  3.621256481094279E-014  1.676148750245907E-016
           4  3.381615931598989E-008  1.676991688638424E-010
          15  1.159622562891135E-006  5.738104613570043E-009
          18  3.256042566545036E-006  1.546267612924431E-008
          20  2.447602293019111E-015  1.137586256024711E-017
          22  3.689041427110147E-011  1.830342951476147E-013
          35  3.660186785930306E-005  1.799359212114738E-007
          36  6.644092945266430E-005  3.344906128210678E-007
          38  3.441436626411221E-013  1.599583696750697E-015
          42  2.129829295083923E-021  9.830373703855115E-024
          50  7.283204625110597E-005  3.706700777610163E-007
          64  1.194940849141423E-007  5.909531553531470E-010
          72  2.107035038674388E-008  1.034306469416543E-010
          81  2.047843089025646E-004  1.009332147067849E-006
          83  5.349160659767432E-005  2.576337212167013E-007
          88  4.307169884256724E-007  2.046408956858023E-009
          95  2.513593832285608E-014  1.165353033541341E-016
          96  8.955492293420697E-018  4.252387052160727E-020
         109  2.922488227881576E-011  1.358324564503631E-013
         125  1.688519103958832E-013  8.177607469692559E-016
         131  5.410011383166073E-020  2.502551689186686E-022
         133  7.401582488201371E-009  3.577726035305957E-011
         134  3.834253244749542E-012  1.943477781802251E-014
         139  2.603643669358835E-009  1.221345728475099E-011
         144  4.821756778123751E-011  2.364338237593968E-013
         149  1.649102852448325E-024  7.611177243281866E-027
           7
          18  1.426330717100146E-011  6.650513330167679E-014
          37  1.333178013499255E-018  6.166286680740831E-021
          83  4.285880177789174E-015  1.990395361253979E-017
          88  1.369204944657727E-015  6.341725343342950E-018
         107  4.734412698441471E-013  2.192236166172011E-015
         109  3.755484935087748E-010  1.742938178902517E-012
         139  3.792501130618450E-013  1.760955589567106E-015
           3
          13  5.897851481462807E-019  2.716533226268967E-021
          17  1.726172923881917E-030  7.967276364800828E-033
         151  2.958585918098240E-022  1.364344551286709E-024
          14
           2  2.231840523879129E-008  1.040677320685067E-010
          20  6.775847367126092E-019  3.141559831426086E-021
          22  6.736425828422832E-024  3.115447960146437E-026
          38  7.023687625108694E-011  3.265090939020571E-013
          42  1.096568236790934E-009  5.088285632939453E-012
          45  2.735496340419219E-018  1.261075384946869E-020
          71  1.805611276348852E-012  8.357971643936127E-015
          81  2.589628281857978E-021  1.197719522876410E-023
          95  9.048608262758846E-009  4.221022074727340E-011
          99  1.088243602366645E-013  5.030660119988285E-016
         113  3.513674032981995E-019  1.619048416044296E-021
         145  3.156682153003073E-017  1.479318380486807E-019
         148  8.666906474671196E-019  3.990670844043875E-021
         150  2.698912352260531E-014  1.283291336125806E-016
           5
