0.00	0.093	0.001
-1.00	0.251	0.003
-2.00	0.682	0.009
-3.00	1.844	0.024
-4.00	4.943	0.066
-5.00	12.955	0.177
-6.00	32.191	0.462
-7.00	71.868	1.147
-8.00	136.106	2.640
-9.00	214.401	5.576
-10.00	288.509	10.955
-11.00	346.330	20.423
-12.00	384.758	36.475
-13.00	405.401	61.904
-14.00	410.845	98.285
-15.00	403.074	145.871
-16.00	383.453	205.305
-17.00	353.578	277.030
-18.00	316.047	358.966
-19.00	274.489	445.975
-20.00	232.808	531.523
-21.00	194.229	609.903
-22.00	160.729	677.587
-23.00	133.022	733.384
-24.00	110.903	777.838
-25.00	93.662	812.445
-26.00	80.410	839.023
-27.00	70.281	859.325
-28.00	62.529	874.857
-29.00	56.555	886.823
-30.00	51.900	896.147
-31.00	48.215	903.525
-32.00	45.246	909.470
-33.00	42.807	914.352
-34.00	40.771	918.428
-35.00	39.049	921.876
-36.00	37.578	924.820
-37.00	36.313	927.351
-38.00	35.222	929.536
-39.00	34.277	931.427
-40.00	33.455	933.071
-41.00	32.739	934.504
-42.00	32.113	935.758
-43.00	31.563	936.857
-44.00	31.081	937.822
-45.00	30.658	938.669
-46.00	30.287	939.411
-47.00	29.963	940.059
-48.00	29.682	940.623
-49.00	29.438	941.110
-50.00	29.229	941.529
