0.00	0.093	0.000
-1.00	0.251	0.000
-2.00	0.682	0.000
-3.00	1.844	0.001
-4.00	4.943	0.003
-5.00	12.959	0.009
-6.00	32.217	0.023
-7.00	72.001	0.057
-8.00	136.621	0.132
-9.00	215.903	0.281
-10.00	292.020	0.558
-11.00	353.417	1.065
-12.00	397.736	2.004
-13.00	427.566	3.784
-14.00	446.624	7.202
-15.00	458.007	13.601
-16.00	463.729	24.436
-17.00	464.829	39.957
-18.00	461.628	59.251
-19.00	453.860	82.810
-20.00	440.730	113.506
-21.00	421.118	155.063
-22.00	394.117	210.294
-23.00	359.763	279.661
-24.00	319.593	360.360
-25.00	276.519	446.708
-26.00	233.983	531.891
-27.00	194.925	610.068
-28.00	161.155	677.641
-29.00	133.295	733.381
-30.00	111.087	777.809
-31.00	93.792	812.405
-32.00	80.506	838.980
-33.00	70.355	859.284
-34.00	62.588	874.819
-35.00	56.604	886.789
-36.00	51.941	896.116
-37.00	48.251	903.497
-38.00	45.277	909.445
-39.00	42.835	914.329
-40.00	40.796	918.406
-41.00	39.072	921.856
-42.00	37.599	924.801
-43.00	36.333	927.333
-44.00	35.240	929.518
-45.00	34.294	931.411
-46.00	33.472	933.055
-47.00	32.755	934.489
-48.00	32.128	935.743
-49.00	31.579	936.843
-50.00	31.096	937.808
