0.00	0.093	0.000
-1.00	0.251	0.000
-2.00	0.682	0.000
-3.00	1.844	0.000
-4.00	4.943	0.000
-5.00	12.959	0.000
-6.00	32.219	0.000
-7.00	72.008	0.000
-8.00	136.648	0.000
-9.00	215.982	0.001
-10.00	292.208	0.001
-11.00	353.802	0.003
-12.00	398.463	0.005
-13.00	428.877	0.010
-14.00	448.934	0.019
-15.00	462.022	0.038
-16.00	470.617	0.079
-17.00	476.367	0.173
-18.00	480.326	0.389
-19.00	483.143	0.888
-20.00	485.181	2.019
-21.00	486.597	4.388
-22.00	487.401	8.593
-23.00	487.540	14.333
-24.00	487.002	20.277
-25.00	485.841	25.590
-26.00	484.087	30.605
-27.00	481.661	36.141
-28.00	478.319	43.123
-29.00	473.608	52.676
-30.00	466.808	66.332
-31.00	456.886	86.204
-32.00	442.488	115.011
-33.00	422.136	155.722
-34.00	394.701	210.594
-35.00	360.096	279.806
-36.00	319.782	360.434
-37.00	276.626	446.746
-38.00	234.045	531.910
-39.00	194.962	610.076
-40.00	161.178	677.644
-41.00	133.309	733.381
-42.00	111.096	777.807
-43.00	93.799	812.403
-44.00	80.511	838.978
-45.00	70.359	859.282
-46.00	62.591	874.817
-47.00	56.606	886.787
-48.00	51.943	896.115
-49.00	48.252	903.495
-50.00	45.278	909.443
